event_id,timestamp,window_id,host,user,process,pid,ppid,src_entity,src_type,relation,dst_entity,dst_type,command,args,return_code,label,stage,attack_step,source,hypothesis_id,R_cross,R_self,reliability,supporting_side_views,supporting_observations
B000352,2026-01-20 09:36:11,W003,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000361,2026-01-20 09:36:12,W003,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/finance/vendor_invoice.pdf,file,read,normal smb/nfs shared file access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000351,2026-01-20 09:36:16,W003,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000353,2026-01-20 09:36:16,W003,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000358,2026-01-20 09:36:26,W003,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000359,2026-01-20 09:36:27,W003,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:56809,socket,accept,normal developer ssh accepted,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
E0008,2026-01-20 09:36:29,W003,ws-finance-01,u_fin,update-check,2440,2412,update-check:2440@ws-finance-01,process,read,/etc/hosts,file,read,collect host aliases,0,malicious,Discovery,A4,observed,,1.0,1.0,1.0,,
B000354,2026-01-20 09:36:34,W003,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000355,2026-01-20 09:36:35,W003,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000356,2026-01-20 09:36:37,W003,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q1.xlsx,file,read,normal document access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000360,2026-01-20 09:36:38,W003,ws-dev-02,u_dev,bash,2232,1,bash:2232@ws-dev-02,process,read,/var/lib/docker/tmp/build-context.tar,file,read,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000357,2026-01-20 09:36:41,W003,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,write,/home/u_fin/docs/budget_q1_autosave.xlsx,file,write,autosave office document,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004462,2026-01-20 09:36:45,W003,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000362,2026-01-20 09:36:50,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:53400,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000363,2026-01-20 09:36:51,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000364,2026-01-20 09:36:52,W003,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,serve internal portal request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005572,2026-01-20 09:36:55,W003,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005319,2026-01-20 09:36:56,W003,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004082,2026-01-20 09:36:58,W003,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004129,2026-01-20 09:37:02,W003,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004316,2026-01-20 09:37:05,W003,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
E0009,2026-01-20 09:37:05,W003,ws-finance-01,u_fin,update-check,2440,2412,update-check:2440@ws-finance-01,process,spawn,bash:2502@ws-finance-01,process,spawn,open local shell for environment checks,0,malicious,Discovery,A4,observed,,1.0,1.0,1.0,,
E0010,2026-01-20 09:37:08,W003,ws-finance-01,u_fin,bash,2502,2440,bash:2502@ws-finance-01,process,execute,/usr/bin/whoami,file,execute,identity check,0,malicious,Discovery,A4,observed,,1.0,1.0,1.0,,
B003863,2026-01-20 09:37:09,W003,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
E0011,2026-01-20 09:37:17,W003,ws-finance-01,u_fin,bash,2502,2440,bash:2502@ws-finance-01,process,execute,/usr/bin/hostname,file,execute,host check,0,malicious,Discovery,A4,observed,,1.0,1.0,1.0,,
B000365,2026-01-20 09:37:19,W003,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000368,2026-01-20 09:37:28,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:48795,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000369,2026-01-20 09:37:29,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005075,2026-01-20 09:37:40,W003,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000366,2026-01-20 09:37:44,W003,ws-dev-02,u_dev,git,2212,1,git:2212@ws-dev-02,process,connect,192.0.2.30:443,socket,connect,normal package/source repository access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005066,2026-01-20 09:37:45,W003,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000367,2026-01-20 09:37:47,W003,ws-dev-02,u_dev,git,2212,1,git:2212@ws-dev-02,process,write,/home/u_dev/src/portal/app/config.yaml,file,write,normal development file/cache update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004279,2026-01-20 09:37:56,W003,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000376,2026-01-20 09:38:01,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:56152,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004182,2026-01-20 09:38:01,W003,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000377,2026-01-20 09:38:02,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000373,2026-01-20 09:38:06,W003,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005251,2026-01-20 09:38:06,W003,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000372,2026-01-20 09:38:08,W003,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000371,2026-01-20 09:38:10,W003,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000370,2026-01-20 09:38:17,W003,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000375,2026-01-20 09:38:21,W003,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/dev/release_notes.txt,file,read,normal smb/nfs shared file access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000374,2026-01-20 09:38:39,W003,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
E0012,2026-01-20 09:38:40,W003,ws-finance-01,u_fin,update-check,2440,2412,update-check:2440@ws-finance-01,process,connect,10.20.1.21:445,socket,connect,probe file server smb,0,malicious,Discovery,A5,observed,,1.0,1.0,1.0,,
B004991,2026-01-20 09:38:44,W003,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004298,2026-01-20 09:38:46,W003,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004995,2026-01-20 09:38:50,W003,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004363,2026-01-20 09:39:05,W003,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000378,2026-01-20 09:39:11,W003,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000381,2026-01-20 09:39:13,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:42170,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000379,2026-01-20 09:39:14,W003,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000382,2026-01-20 09:39:14,W003,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005057,2026-01-20 09:39:14,W003,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000380,2026-01-20 09:39:15,W003,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000383,2026-01-20 09:39:15,W003,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
E0013,2026-01-20 09:39:16,W003,ws-finance-01,u_fin,update-check,2440,2412,update-check:2440@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,probe internal portal,0,malicious,Discovery,A5,observed,,1.0,1.0,1.0,,
B004224,2026-01-20 09:39:20,W003,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005366,2026-01-20 09:39:28,W003,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004675,2026-01-20 09:39:39,W003,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003873,2026-01-20 09:39:41,W003,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005321,2026-01-20 09:39:51,W003,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003841,2026-01-20 09:39:56,W003,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004525,2026-01-20 09:39:57,W003,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000385,2026-01-20 09:40:05,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004069,2026-01-20 09:40:05,W004,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000387,2026-01-20 09:40:06,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004319,2026-01-20 09:40:09,W004,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000384,2026-01-20 09:40:12,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000386,2026-01-20 09:40:15,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000394,2026-01-20 09:40:17,W004,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000395,2026-01-20 09:40:19,W004,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003615,2026-01-20 09:40:24,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000399,2026-01-20 09:40:27,W004,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000392,2026-01-20 09:40:28,W004,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,read,/srv/share/finance/monthly_summary.xlsx,file,read,normal document access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000396,2026-01-20 09:40:30,W004,ws-finance-01,u_fin,updatedb,1902,1,updatedb:1902@ws-finance-01,process,connect,192.0.2.10:443,socket,connect,benign package metadata check,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000400,2026-01-20 09:40:31,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:53195,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000401,2026-01-20 09:40:32,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004649,2026-01-20 09:40:34,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000393,2026-01-20 09:40:35,W004,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,write,/srv/share/finance/monthly_summary_autosave.xlsx,file,write,autosave office document,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000388,2026-01-20 09:40:36,W004,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000397,2026-01-20 09:40:36,W004,ws-finance-01,u_fin,updatedb,1902,1,updatedb:1902@ws-finance-01,process,write,/var/cache/apt/pkgcache.bin,file,write,benign package cache update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000398,2026-01-20 09:40:36,W004,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,execute,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004042,2026-01-20 09:40:40,W004,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000390,2026-01-20 09:40:44,W004,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003661,2026-01-20 09:40:45,W004,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000391,2026-01-20 09:40:53,W004,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000389,2026-01-20 09:40:54,W004,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004202,2026-01-20 09:40:54,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003631,2026-01-20 09:41:00,W004,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003838,2026-01-20 09:41:04,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000406,2026-01-20 09:41:06,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:51969,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000407,2026-01-20 09:41:07,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004816,2026-01-20 09:41:12,W004,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000402,2026-01-20 09:41:20,W004,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005532,2026-01-20 09:41:21,W004,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000403,2026-01-20 09:41:23,W004,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000404,2026-01-20 09:41:24,W004,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:45253,socket,accept,normal developer ssh accepted,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000405,2026-01-20 09:41:26,W004,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,read,/home/u_dev/src/portal/app/config.yaml,file,read,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003594,2026-01-20 09:41:27,W004,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004272,2026-01-20 09:41:41,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004331,2026-01-20 09:41:50,W004,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005339,2026-01-20 09:42:06,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000411,2026-01-20 09:42:07,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000408,2026-01-20 09:42:09,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003542,2026-01-20 09:42:14,W004,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000409,2026-01-20 09:42:15,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004215,2026-01-20 09:42:15,W004,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005210,2026-01-20 09:42:15,W004,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005291,2026-01-20 09:42:15,W004,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000410,2026-01-20 09:42:17,W004,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000415,2026-01-20 09:42:17,W004,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/home/u_dev/src/portal/tests/test_api.py,file,execute,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000413,2026-01-20 09:42:21,W004,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000414,2026-01-20 09:42:22,W004,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B000418,2026-01-20 09:42:32,W004,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:60175,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003538,2026-01-20 09:42:32,W004,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
