flow_id,start_time,end_time,window_id,src_host,src_ip,src_port,dst_ip,dst_port,protocol,service,bytes_out,bytes_in,packets_out,packets_in,duration_ms,flow_pattern,label,stage,attack_step,related_audit_events
BF000332,2026-01-20 10:28:17,2026-01-20 10:28:21,W008,mon-srv-01,10.20.1.41,44635,10.20.1.31,9100,TCP,METRIC,1375,3116,2,4,4000,metrics_scrape,benign,benign,benign,B000844
BF000334,2026-01-20 10:30:05,2026-01-20 10:30:11,W009,mon-srv-01,10.20.1.41,59637,10.20.1.12,9100,TCP,METRIC,1767,6264,3,9,6000,metrics_scrape,benign,benign,benign,B000855
BF000340,2026-01-20 10:30:05,2026-01-20 10:30:17,W009,ws-finance-01,10.20.1.11,60719,10.20.1.31,443,TCP,HTTPS,4292,12615,7,10,12000,portal_browsing,benign,benign,benign,B000862
BF000335,2026-01-20 10:30:14,2026-01-20 10:30:18,W009,mon-srv-01,10.20.1.41,45417,10.20.1.21,9100,TCP,METRIC,1554,6383,2,8,4000,metrics_scrape,benign,benign,benign,B000856
BF000336,2026-01-20 10:30:15,2026-01-20 10:30:19,W009,mon-srv-01,10.20.1.41,60851,10.20.1.31,9100,TCP,METRIC,1194,4782,2,8,4000,metrics_scrape,benign,benign,benign,B000857
BF000337,2026-01-20 10:30:16,2026-01-20 10:30:21,W009,mon-srv-01,10.20.1.41,56144,10.20.1.11,6514,TCP,SYSLOG,1794,17507,2,14,5000,log_collection,benign,benign,benign,B000859
BF000333,2026-01-20 10:30:21,2026-01-20 10:30:25,W009,mon-srv-01,10.20.1.41,59024,10.20.1.11,9100,TCP,METRIC,1025,4045,1,3,4000,metrics_scrape,benign,benign,benign,B000854
BF000338,2026-01-20 10:30:27,2026-01-20 10:30:34,W009,mon-srv-01,10.20.1.41,45814,10.20.1.12,6514,TCP,SYSLOG,2123,13907,3,15,7000,log_collection,benign,benign,benign,B000860
BF000341,2026-01-20 10:30:31,2026-01-20 10:30:40,W009,ws-finance-01,10.20.1.11,48487,192.0.2.40,993,TCP,IMAPS,1892,14853,2,24,9000,mail_sync,benign,benign,benign,B000864
BF000339,2026-01-20 10:30:38,2026-01-20 10:30:41,W009,mon-srv-01,10.20.1.41,47024,10.20.1.31,6514,TCP,SYSLOG,1560,15127,3,11,3000,log_collection,benign,benign,benign,B000861
BF000342,2026-01-20 10:31:16,2026-01-20 10:32:21,W009,ws-dev-02,10.20.1.12,55408,10.20.1.31,22,TCP,SSH,30082,29700,40,34,65000,dev_ssh,benign,benign,benign,B000871
BF000346,2026-01-20 10:32:13,2026-01-20 10:32:15,W009,mon-srv-01,10.20.1.41,55657,10.20.1.31,9100,TCP,METRIC,916,4655,2,6,2000,metrics_scrape,benign,benign,benign,B000879
BF000345,2026-01-20 10:32:15,2026-01-20 10:32:19,W009,mon-srv-01,10.20.1.41,44224,10.20.1.21,9100,TCP,METRIC,1354,6074,2,8,4000,metrics_scrape,benign,benign,benign,B000878
BF000344,2026-01-20 10:32:20,2026-01-20 10:32:26,W009,mon-srv-01,10.20.1.41,45124,10.20.1.12,9100,TCP,METRIC,1697,4949,2,5,6000,metrics_scrape,benign,benign,benign,B000877
BF000343,2026-01-20 10:32:21,2026-01-20 10:32:26,W009,mon-srv-01,10.20.1.41,44825,10.20.1.11,9100,TCP,METRIC,1631,7022,2,8,5000,metrics_scrape,benign,benign,benign,B000876
BF000349,2026-01-20 10:33:02,2026-01-20 10:33:52,W009,file-srv-01,10.20.1.21,42837,10.20.1.41,873,TCP,RSYNC,87932,13960,80,16,50000,backup_sync,benign,benign,benign,B000892
BF000347,2026-01-20 10:33:20,2026-01-20 10:33:34,W009,ws-finance-01,10.20.1.11,45433,10.20.1.31,443,TCP,HTTPS,1884,42391,2,48,14000,portal_browsing,benign,benign,benign,B000888
BF000348,2026-01-20 10:33:30,2026-01-20 10:33:52,W009,ws-dev-02,10.20.1.12,53650,192.0.2.30,443,TCP,HTTPS,6682,85303,12,118,22000,dev_repo_access,benign,benign,benign,B000890
BF000350,2026-01-20 10:34:08,2026-01-20 10:34:10,W009,mon-srv-01,10.20.1.41,59861,10.20.1.11,9100,TCP,METRIC,1619,6686,2,7,2000,metrics_scrape,benign,benign,benign,B000897
BF000353,2026-01-20 10:34:14,2026-01-20 10:34:20,W009,mon-srv-01,10.20.1.41,51577,10.20.1.31,9100,TCP,METRIC,1437,5647,2,4,6000,metrics_scrape,benign,benign,benign,B000900
BF000351,2026-01-20 10:34:15,2026-01-20 10:34:18,W009,mon-srv-01,10.20.1.41,48540,10.20.1.12,9100,TCP,METRIC,821,4522,1,5,3000,metrics_scrape,benign,benign,benign,B000898
BF000352,2026-01-20 10:34:22,2026-01-20 10:34:24,W009,mon-srv-01,10.20.1.41,58912,10.20.1.21,9100,TCP,METRIC,1702,3420,3,4,2000,metrics_scrape,benign,benign,benign,B000899
BF000355,2026-01-20 10:35:07,2026-01-20 10:35:16,W009,mon-srv-01,10.20.1.41,55855,10.20.1.12,6514,TCP,SYSLOG,2209,17811,3,18,9000,log_collection,benign,benign,benign,B000908
BF000357,2026-01-20 10:35:16,2026-01-20 10:35:27,W009,ws-finance-01,10.20.1.11,42013,192.0.2.40,993,TCP,IMAPS,2721,29706,3,25,11000,mail_sync,benign,benign,benign,B000910
BF000356,2026-01-20 10:35:24,2026-01-20 10:35:33,W009,mon-srv-01,10.20.1.41,46866,10.20.1.31,6514,TCP,SYSLOG,2241,6745,3,7,9000,log_collection,benign,benign,benign,B000909
BF000354,2026-01-20 10:35:34,2026-01-20 10:35:39,W009,mon-srv-01,10.20.1.41,55710,10.20.1.11,6514,TCP,SYSLOG,1417,11133,2,11,5000,log_collection,benign,benign,benign,B000907
BF000360,2026-01-20 10:36:06,2026-01-20 10:36:09,W009,mon-srv-01,10.20.1.41,60517,10.20.1.21,9100,TCP,METRIC,1548,5543,3,6,3000,metrics_scrape,benign,benign,benign,B000917
BF000363,2026-01-20 10:36:10,2026-01-20 10:36:55,W009,ws-dev-02,10.20.1.12,53170,10.20.1.31,22,TCP,SSH,7734,31560,9,30,45000,dev_ssh,benign,benign,benign,B000923
BF000358,2026-01-20 10:36:18,2026-01-20 10:36:23,W009,mon-srv-01,10.20.1.41,45758,10.20.1.11,9100,TCP,METRIC,1169,6175,1,8,5000,metrics_scrape,benign,benign,benign,B000915
BF000359,2026-01-20 10:36:19,2026-01-20 10:36:25,W009,mon-srv-01,10.20.1.41,52017,10.20.1.12,9100,TCP,METRIC,902,4655,1,7,6000,metrics_scrape,benign,benign,benign,B000916
BF000361,2026-01-20 10:36:19,2026-01-20 10:36:24,W009,mon-srv-01,10.20.1.41,52812,10.20.1.31,9100,TCP,METRIC,1473,4053,3,6,5000,metrics_scrape,benign,benign,benign,B000918
BF000362,2026-01-20 10:36:48,2026-01-20 10:37:05,W009,ws-finance-01,10.20.1.11,49510,10.20.1.31,443,TCP,HTTPS,3916,35408,6,50,17000,portal_browsing,benign,benign,benign,B000920
BF000366,2026-01-20 10:38:02,2026-01-20 10:38:08,W009,mon-srv-01,10.20.1.41,43905,10.20.1.21,9100,TCP,METRIC,1576,3635,2,5,6000,metrics_scrape,benign,benign,benign,B000935
BF000365,2026-01-20 10:38:06,2026-01-20 10:38:09,W009,mon-srv-01,10.20.1.41,45919,10.20.1.12,9100,TCP,METRIC,1747,6317,2,7,3000,metrics_scrape,benign,benign,benign,B000934
BF000364,2026-01-20 10:38:08,2026-01-20 10:38:13,W009,mon-srv-01,10.20.1.41,48480,10.20.1.11,9100,TCP,METRIC,1441,3801,2,4,5000,metrics_scrape,benign,benign,benign,B000933
BF000367,2026-01-20 10:38:09,2026-01-20 10:38:13,W009,mon-srv-01,10.20.1.41,44171,10.20.1.31,9100,TCP,METRIC,992,5678,2,5,4000,metrics_scrape,benign,benign,benign,B000936
BF000368,2026-01-20 10:39:37,2026-01-20 10:39:51,W009,ws-finance-01,10.20.1.11,45647,10.20.1.31,443,TCP,HTTPS,4345,12376,5,17,14000,portal_browsing,benign,benign,benign,B000942
BF000377,2026-01-20 10:40:04,2026-01-20 10:40:28,W010,ws-finance-01,10.20.1.11,51626,192.0.2.10,443,TCP,HTTPS,3221,40384,5,50,24000,benign_update,benign,benign,benign,B000958
BF000370,2026-01-20 10:40:05,2026-01-20 10:40:10,W010,mon-srv-01,10.20.1.41,59802,10.20.1.12,9100,TCP,METRIC,1694,3920,2,3,5000,metrics_scrape,benign,benign,benign,B000948
BF000371,2026-01-20 10:40:06,2026-01-20 10:40:08,W010,mon-srv-01,10.20.1.41,43650,10.20.1.21,9100,TCP,METRIC,1259,4741,1,4,2000,metrics_scrape,benign,benign,benign,B000949
BF000378,2026-01-20 10:40:09,2026-01-20 10:40:30,W010,ws-dev-02,10.20.1.12,47364,192.0.2.30,443,TCP,HTTPS,7141,102477,5,88,21000,dev_repo_access,benign,benign,benign,B000960
BF000372,2026-01-20 10:40:10,2026-01-20 10:40:16,W010,mon-srv-01,10.20.1.41,43300,10.20.1.31,9100,TCP,METRIC,1088,4921,1,7,6000,metrics_scrape,benign,benign,benign,B000950
BF000369,2026-01-20 10:40:20,2026-01-20 10:40:24,W010,mon-srv-01,10.20.1.41,48074,10.20.1.11,9100,TCP,METRIC,846,6177,2,5,4000,metrics_scrape,benign,benign,benign,B000947
BF000374,2026-01-20 10:40:28,2026-01-20 10:40:37,W010,mon-srv-01,10.20.1.41,54805,10.20.1.12,6514,TCP,SYSLOG,1679,12534,2,13,9000,log_collection,benign,benign,benign,B000953
BF000375,2026-01-20 10:40:48,2026-01-20 10:40:54,W010,mon-srv-01,10.20.1.41,54747,10.20.1.31,6514,TCP,SYSLOG,2240,18544,3,13,6000,log_collection,benign,benign,benign,B000954
BF000376,2026-01-20 10:40:50,2026-01-20 10:40:59,W010,ws-finance-01,10.20.1.11,56355,192.0.2.40,993,TCP,IMAPS,4188,35926,5,26,9000,mail_sync,benign,benign,benign,B000956
BF000373,2026-01-20 10:40:54,2026-01-20 10:40:58,W010,mon-srv-01,10.20.1.41,44378,10.20.1.11,6514,TCP,SYSLOG,2356,15661,2,23,4000,log_collection,benign,benign,benign,B000952
BF000379,2026-01-20 10:41:32,2026-01-20 10:41:47,W010,ws-dev-02,10.20.1.12,59261,10.20.1.31,22,TCP,SSH,11107,8260,9,7,15000,dev_ssh,benign,benign,benign,B000966
BF000383,2026-01-20 10:42:07,2026-01-20 10:42:09,W010,mon-srv-01,10.20.1.41,56939,10.20.1.31,9100,TCP,METRIC,886,3443,2,5,2000,metrics_scrape,benign,benign,benign,B000974
BF000380,2026-01-20 10:42:10,2026-01-20 10:42:13,W010,mon-srv-01,10.20.1.41,49858,10.20.1.11,9100,TCP,METRIC,1768,8176,2,7,3000,metrics_scrape,benign,benign,benign,B000971
BF000382,2026-01-20 10:42:12,2026-01-20 10:42:15,W010,mon-srv-01,10.20.1.41,52596,10.20.1.21,9100,TCP,METRIC,863,6087,2,10,3000,metrics_scrape,benign,benign,benign,B000973
BF000381,2026-01-20 10:42:14,2026-01-20 10:42:17,W010,mon-srv-01,10.20.1.41,60198,10.20.1.12,9100,TCP,METRIC,1248,7875,1,10,3000,metrics_scrape,benign,benign,benign,B000972
BF000384,2026-01-20 10:42:16,2026-01-20 10:42:23,W010,ws-finance-01,10.20.1.11,57449,10.20.1.31,443,TCP,HTTPS,3539,26112,3,28,7000,portal_browsing,benign,benign,benign,B000976
BF000385,2026-01-20 10:44:10,2026-01-20 10:44:14,W010,mon-srv-01,10.20.1.41,49360,10.20.1.11,9100,TCP,METRIC,1586,4047,2,5,4000,metrics_scrape,benign,benign,benign,B000986
BF000386,2026-01-20 10:44:11,2026-01-20 10:44:17,W010,mon-srv-01,10.20.1.41,51562,10.20.1.12,9100,TCP,METRIC,1264,7955,1,6,6000,metrics_scrape,benign,benign,benign,B000987
BF000387,2026-01-20 10:44:12,2026-01-20 10:44:16,W010,mon-srv-01,10.20.1.41,51930,10.20.1.21,9100,TCP,METRIC,1679,4897,2,5,4000,metrics_scrape,benign,benign,benign,B000988
BF000388,2026-01-20 10:44:21,2026-01-20 10:44:24,W010,mon-srv-01,10.20.1.41,42642,10.20.1.31,9100,TCP,METRIC,1119,4927,2,8,3000,metrics_scrape,benign,benign,benign,B000989
BF000393,2026-01-20 10:45:23,2026-01-20 10:45:41,W010,ws-finance-01,10.20.1.11,50229,192.0.2.40,993,TCP,IMAPS,3694,21078,4,18,18000,mail_sync,benign,benign,benign,B001004
BF000392,2026-01-20 10:45:27,2026-01-20 10:45:36,W010,ws-finance-01,10.20.1.11,51648,10.20.1.31,443,TCP,HTTPS,3387,23312,4,21,9000,portal_browsing,benign,benign,benign,B001002
BF000389,2026-01-20 10:45:30,2026-01-20 10:45:38,W010,mon-srv-01,10.20.1.41,58189,10.20.1.11,6514,TCP,SYSLOG,1722,11222,2,9,8000,log_collection,benign,benign,benign,B000999
BF000391,2026-01-20 10:45:31,2026-01-20 10:45:35,W010,mon-srv-01,10.20.1.41,49376,10.20.1.31,6514,TCP,SYSLOG,2036,4950,3,4,4000,log_collection,benign,benign,benign,B001001
BF000390,2026-01-20 10:45:52,2026-01-20 10:46:01,W010,mon-srv-01,10.20.1.41,48039,10.20.1.12,6514,TCP,SYSLOG,1340,14958,2,13,9000,log_collection,benign,benign,benign,B001000
BF000395,2026-01-20 10:46:06,2026-01-20 10:46:08,W010,mon-srv-01,10.20.1.41,43715,10.20.1.12,9100,TCP,METRIC,1165,4310,1,4,2000,metrics_scrape,benign,benign,benign,B001010
BF000396,2026-01-20 10:46:13,2026-01-20 10:46:15,W010,mon-srv-01,10.20.1.41,52763,10.20.1.21,9100,TCP,METRIC,877,7668,1,10,2000,metrics_scrape,benign,benign,benign,B001011
BF000394,2026-01-20 10:46:15,2026-01-20 10:46:21,W010,mon-srv-01,10.20.1.41,47693,10.20.1.11,9100,TCP,METRIC,1358,4155,2,4,6000,metrics_scrape,benign,benign,benign,B001009
BF000397,2026-01-20 10:46:17,2026-01-20 10:46:19,W010,mon-srv-01,10.20.1.41,59923,10.20.1.31,9100,TCP,METRIC,1093,8376,2,7,2000,metrics_scrape,benign,benign,benign,B001012
BF000398,2026-01-20 10:46:30,2026-01-20 10:47:19,W010,ws-dev-02,10.20.1.12,45355,10.20.1.31,22,TCP,SSH,9046,41261,10,42,49000,dev_ssh,benign,benign,benign,B001014
BF000399,2026-01-20 10:47:19,2026-01-20 10:47:33,W010,ws-dev-02,10.20.1.12,53835,192.0.2.30,443,TCP,HTTPS,5874,55795,9,71,14000,dev_repo_access,benign,benign,benign,B001020
BF000400,2026-01-20 10:48:03,2026-01-20 10:48:06,W010,mon-srv-01,10.20.1.41,57601,10.20.1.11,9100,TCP,METRIC,1090,4162,2,6,3000,metrics_scrape,benign,benign,benign,B001024
BF000402,2026-01-20 10:48:03,2026-01-20 10:48:05,W010,mon-srv-01,10.20.1.41,45600,10.20.1.21,9100,TCP,METRIC,1684,4460,3,7,2000,metrics_scrape,benign,benign,benign,B001026
BF000403,2026-01-20 10:48:03,2026-01-20 10:48:05,W010,mon-srv-01,10.20.1.41,52749,10.20.1.31,9100,TCP,METRIC,1193,8696,2,11,2000,metrics_scrape,benign,benign,benign,B001027
BF000405,2026-01-20 10:48:17,2026-01-20 10:49:54,W010,file-srv-01,10.20.1.21,59035,10.20.1.41,873,TCP,RSYNC,129525,14716,175,13,97000,backup_sync,benign,benign,benign,B001034
BF000401,2026-01-20 10:48:19,2026-01-20 10:48:22,W010,mon-srv-01,10.20.1.41,49868,10.20.1.12,9100,TCP,METRIC,806,3442,1,5,3000,metrics_scrape,benign,benign,benign,B001025
BF000404,2026-01-20 10:48:36,2026-01-20 10:48:42,W010,ws-finance-01,10.20.1.11,45978,10.20.1.31,443,TCP,HTTPS,3733,19725,3,19,6000,portal_browsing,benign,benign,benign,B001029
BF000407,2026-01-20 10:50:04,2026-01-20 10:50:09,W011,mon-srv-01,10.20.1.41,49586,10.20.1.12,9100,TCP,METRIC,1559,5380,2,9,5000,metrics_scrape,benign,benign,benign,B001043
BF000409,2026-01-20 10:50:05,2026-01-20 10:50:09,W011,mon-srv-01,10.20.1.41,46962,10.20.1.31,9100,TCP,METRIC,1155,5179,2,4,4000,metrics_scrape,benign,benign,benign,B001045
BF000406,2026-01-20 10:50:08,2026-01-20 10:50:12,W011,mon-srv-01,10.20.1.41,58619,10.20.1.11,9100,TCP,METRIC,1711,6528,2,7,4000,metrics_scrape,benign,benign,benign,B001042
BF000408,2026-01-20 10:50:17,2026-01-20 10:50:20,W011,mon-srv-01,10.20.1.41,54772,10.20.1.21,9100,TCP,METRIC,1517,6638,2,6,3000,metrics_scrape,benign,benign,benign,B001044
BF000410,2026-01-20 10:50:21,2026-01-20 10:50:25,W011,mon-srv-01,10.20.1.41,56336,10.20.1.11,6514,TCP,SYSLOG,1493,7844,2,11,4000,log_collection,benign,benign,benign,B001047
BF000413,2026-01-20 10:50:45,2026-01-20 10:51:03,W011,ws-finance-01,10.20.1.11,44348,192.0.2.40,993,TCP,IMAPS,2533,34740,2,52,18000,mail_sync,benign,benign,benign,B001050
BF000411,2026-01-20 10:50:51,2026-01-20 10:50:59,W011,mon-srv-01,10.20.1.41,57527,10.20.1.12,6514,TCP,SYSLOG,2160,17364,2,16,8000,log_collection,benign,benign,benign,B001048
BF000412,2026-01-20 10:50:51,2026-01-20 10:51:00,W011,mon-srv-01,10.20.1.41,42374,10.20.1.31,6514,TCP,SYSLOG,2003,9301,4,8,9000,log_collection,benign,benign,benign,B001049
BF000415,2026-01-20 10:51:14,2026-01-20 10:51:37,W011,ws-dev-02,10.20.1.12,56136,10.20.1.31,22,TCP,SSH,8384,46105,7,33,23000,dev_ssh,benign,benign,benign,B001060
BF000414,2026-01-20 10:51:39,2026-01-20 10:51:51,W011,ws-finance-01,10.20.1.11,57999,10.20.1.31,443,TCP,HTTPS,3514,21273,3,17,12000,portal_browsing,benign,benign,benign,B001058
BF000418,2026-01-20 10:52:05,2026-01-20 10:52:08,W011,mon-srv-01,10.20.1.41,55939,10.20.1.21,9100,TCP,METRIC,1120,7503,2,12,3000,metrics_scrape,benign,benign,benign,B001068
BF000416,2026-01-20 10:52:13,2026-01-20 10:52:15,W011,mon-srv-01,10.20.1.41,59623,10.20.1.11,9100,TCP,METRIC,1229,4022,2,4,2000,metrics_scrape,benign,benign,benign,B001066
BF000417,2026-01-20 10:52:14,2026-01-20 10:52:18,W011,mon-srv-01,10.20.1.41,59546,10.20.1.12,9100,TCP,METRIC,1324,4513,2,4,4000,metrics_scrape,benign,benign,benign,B001067
BF000419,2026-01-20 10:52:14,2026-01-20 10:52:16,W011,mon-srv-01,10.20.1.41,50763,10.20.1.31,9100,TCP,METRIC,1350,8448,1,8,2000,metrics_scrape,benign,benign,benign,B001069
BF000422,2026-01-20 10:54:03,2026-01-20 10:54:08,W011,mon-srv-01,10.20.1.41,48410,10.20.1.21,9100,TCP,METRIC,1012,3290,2,4,5000,metrics_scrape,benign,benign,benign,B001082
BF000425,2026-01-20 10:54:07,2026-01-20 10:54:14,W011,ws-dev-02,10.20.1.12,52380,192.0.2.30,443,TCP,HTTPS,7547,97129,11,136,7000,dev_repo_access,benign,benign,benign,B001087
BF000420,2026-01-20 10:54:11,2026-01-20 10:54:16,W011,mon-srv-01,10.20.1.41,54723,10.20.1.11,9100,TCP,METRIC,1122,6563,1,8,5000,metrics_scrape,benign,benign,benign,B001080
BF000421,2026-01-20 10:54:13,2026-01-20 10:54:18,W011,mon-srv-01,10.20.1.41,48517,10.20.1.12,9100,TCP,METRIC,1158,5817,2,9,5000,metrics_scrape,benign,benign,benign,B001081
BF000423,2026-01-20 10:54:14,2026-01-20 10:54:18,W011,mon-srv-01,10.20.1.41,46723,10.20.1.31,9100,TCP,METRIC,1178,6069,2,9,4000,metrics_scrape,benign,benign,benign,B001083
BF000424,2026-01-20 10:54:27,2026-01-20 10:54:45,W011,ws-finance-01,10.20.1.11,59529,10.20.1.31,443,TCP,HTTPS,1408,22837,2,24,18000,portal_browsing,benign,benign,benign,B001085
BF000428,2026-01-20 10:55:25,2026-01-20 10:55:29,W011,mon-srv-01,10.20.1.41,44034,10.20.1.31,6514,TCP,SYSLOG,2032,5094,3,8,4000,log_collection,benign,benign,benign,B001096
BF000429,2026-01-20 10:55:38,2026-01-20 10:55:56,W011,ws-finance-01,10.20.1.11,50866,192.0.2.40,993,TCP,IMAPS,2146,17725,2,13,18000,mail_sync,benign,benign,benign,B001097
BF000427,2026-01-20 10:55:42,2026-01-20 10:55:49,W011,mon-srv-01,10.20.1.41,44387,10.20.1.12,6514,TCP,SYSLOG,1984,9197,4,8,7000,log_collection,benign,benign,benign,B001095
BF000426,2026-01-20 10:55:55,2026-01-20 10:56:02,W011,mon-srv-01,10.20.1.41,47227,10.20.1.11,6514,TCP,SYSLOG,2075,7815,2,8,7000,log_collection,benign,benign,benign,B001094
BF000431,2026-01-20 10:56:04,2026-01-20 10:56:08,W011,mon-srv-01,10.20.1.41,45107,10.20.1.12,9100,TCP,METRIC,886,8963,1,12,4000,metrics_scrape,benign,benign,benign,B001102
BF000432,2026-01-20 10:56:09,2026-01-20 10:56:13,W011,mon-srv-01,10.20.1.41,51746,10.20.1.21,9100,TCP,METRIC,1041,3962,2,5,4000,metrics_scrape,benign,benign,benign,B001103
BF000430,2026-01-20 10:56:18,2026-01-20 10:56:24,W011,mon-srv-01,10.20.1.41,55873,10.20.1.11,9100,TCP,METRIC,1361,6009,1,5,6000,metrics_scrape,benign,benign,benign,B001101
BF000433,2026-01-20 10:56:18,2026-01-20 10:56:22,W011,mon-srv-01,10.20.1.41,44759,10.20.1.31,9100,TCP,METRIC,997,4914,1,9,4000,metrics_scrape,benign,benign,benign,B001104
BF000434,2026-01-20 10:56:18,2026-01-20 10:56:49,W011,ws-dev-02,10.20.1.12,47881,10.20.1.31,22,TCP,SSH,10970,29974,12,27,31000,dev_ssh,benign,benign,benign,B001108
BF000435,2026-01-20 10:57:14,2026-01-20 10:57:29,W011,ws-finance-01,10.20.1.11,45111,10.20.1.31,443,TCP,HTTPS,3583,19284,3,14,15000,portal_browsing,benign,benign,benign,B001115
BF000437,2026-01-20 10:58:06,2026-01-20 10:58:10,W011,mon-srv-01,10.20.1.41,51093,10.20.1.12,9100,TCP,METRIC,882,5521,1,5,4000,metrics_scrape,benign,benign,benign,B001121
BF000438,2026-01-20 10:58:16,2026-01-20 10:58:19,W011,mon-srv-01,10.20.1.41,44699,10.20.1.21,9100,TCP,METRIC,834,7779,1,7,3000,metrics_scrape,benign,benign,benign,B001122
BF000436,2026-01-20 10:58:19,2026-01-20 10:58:22,W011,mon-srv-01,10.20.1.41,59521,10.20.1.11,9100,TCP,METRIC,818,3238,1,3,3000,metrics_scrape,benign,benign,benign,B001120
BF000439,2026-01-20 10:58:21,2026-01-20 10:58:27,W011,mon-srv-01,10.20.1.41,42610,10.20.1.31,9100,TCP,METRIC,1255,8627,3,6,6000,metrics_scrape,benign,benign,benign,B001123
BF000440,2026-01-20 11:00:08,2026-01-20 11:00:11,W012,mon-srv-01,10.20.1.41,49055,10.20.1.11,9100,TCP,METRIC,1053,5953,2,9,3000,metrics_scrape,benign,benign,benign,B001133
BF000445,2026-01-20 11:00:12,2026-01-20 11:00:20,W012,mon-srv-01,10.20.1.41,46266,10.20.1.12,6514,TCP,SYSLOG,2180,6152,2,8,8000,log_collection,benign,benign,benign,B001139
BF000441,2026-01-20 11:00:14,2026-01-20 11:00:19,W012,mon-srv-01,10.20.1.41,51067,10.20.1.12,9100,TCP,METRIC,1280,3614,1,4,5000,metrics_scrape,benign,benign,benign,B001134
BF000443,2026-01-20 11:00:14,2026-01-20 11:00:16,W012,mon-srv-01,10.20.1.41,52857,10.20.1.31,9100,TCP,METRIC,1752,8887,2,9,2000,metrics_scrape,benign,benign,benign,B001136
BF000446,2026-01-20 11:00:17,2026-01-20 11:00:24,W012,mon-srv-01,10.20.1.41,48492,10.20.1.31,6514,TCP,SYSLOG,2195,7673,4,11,7000,log_collection,benign,benign,benign,B001140
BF000442,2026-01-20 11:00:22,2026-01-20 11:00:28,W012,mon-srv-01,10.20.1.41,50932,10.20.1.21,9100,TCP,METRIC,1082,7797,2,9,6000,metrics_scrape,benign,benign,benign,B001135
BF000447,2026-01-20 11:00:23,2026-01-20 11:00:39,W012,ws-finance-01,10.20.1.11,59313,10.20.1.31,443,TCP,HTTPS,2160,41785,2,31,16000,portal_browsing,benign,benign,benign,B001141
BF000448,2026-01-20 11:00:27,2026-01-20 11:00:39,W012,ws-finance-01,10.20.1.11,55127,192.0.2.40,993,TCP,IMAPS,3756,19750,3,15,12000,mail_sync,benign,benign,benign,B001144
BF000444,2026-01-20 11:00:46,2026-01-20 11:00:54,W012,mon-srv-01,10.20.1.41,54069,10.20.1.11,6514,TCP,SYSLOG,1441,12716,2,17,8000,log_collection,benign,benign,benign,B001138
BF000450,2026-01-20 11:01:20,2026-01-20 11:01:48,W012,ws-dev-02,10.20.1.12,45750,192.0.2.30,443,TCP,HTTPS,8436,246046,7,300,28000,dev_repo_access,benign,benign,benign,B001154
BF000449,2026-01-20 11:01:38,2026-01-20 11:01:49,W012,ws-dev-02,10.20.1.12,53791,10.20.1.31,22,TCP,SSH,30392,16125,46,20,11000,dev_ssh,benign,benign,benign,B001152
BF000454,2026-01-20 11:02:06,2026-01-20 11:02:11,W012,mon-srv-01,10.20.1.41,58125,10.20.1.31,9100,TCP,METRIC,1592,7395,2,8,5000,metrics_scrape,benign,benign,benign,B001162
BF000453,2026-01-20 11:02:09,2026-01-20 11:02:12,W012,mon-srv-01,10.20.1.41,52143,10.20.1.21,9100,TCP,METRIC,1404,5840,2,10,3000,metrics_scrape,benign,benign,benign,B001161
BF000451,2026-01-20 11:02:15,2026-01-20 11:02:17,W012,mon-srv-01,10.20.1.41,48915,10.20.1.11,9100,TCP,METRIC,1070,5391,2,4,2000,metrics_scrape,benign,benign,benign,B001159
BF000452,2026-01-20 11:02:19,2026-01-20 11:02:25,W012,mon-srv-01,10.20.1.41,51410,10.20.1.12,9100,TCP,METRIC,1720,7767,3,8,6000,metrics_scrape,benign,benign,benign,B001160
BF000456,2026-01-20 11:03:03,2026-01-20 11:04:19,W012,file-srv-01,10.20.1.21,60374,10.20.1.41,873,TCP,RSYNC,154452,14497,139,25,76000,backup_sync,benign,benign,benign,B001171
BF000455,2026-01-20 11:03:04,2026-01-20 11:03:15,W012,ws-finance-01,10.20.1.11,53585,10.20.1.31,443,TCP,HTTPS,3243,57302,3,94,11000,portal_browsing,benign,benign,benign,B001168
BF000460,2026-01-20 11:04:04,2026-01-20 11:04:10,W012,mon-srv-01,10.20.1.41,50671,10.20.1.31,9100,TCP,METRIC,1083,4950,2,7,6000,metrics_scrape,benign,benign,benign,B001179
BF000458,2026-01-20 11:04:05,2026-01-20 11:04:11,W012,mon-srv-01,10.20.1.41,56614,10.20.1.12,9100,TCP,METRIC,1205,8888,2,9,6000,metrics_scrape,benign,benign,benign,B001177
BF000459,2026-01-20 11:04:13,2026-01-20 11:04:19,W012,mon-srv-01,10.20.1.41,47046,10.20.1.21,9100,TCP,METRIC,1460,6691,2,6,6000,metrics_scrape,benign,benign,benign,B001178
BF000457,2026-01-20 11:04:21,2026-01-20 11:04:23,W012,mon-srv-01,10.20.1.41,53385,10.20.1.11,9100,TCP,METRIC,1165,8237,2,11,2000,metrics_scrape,benign,benign,benign,B001176
BF000464,2026-01-20 11:05:00,2026-01-20 11:05:05,W012,ws-finance-01,10.20.1.11,42211,192.0.2.40,993,TCP,IMAPS,4037,13575,4,10,5000,mail_sync,benign,benign,benign,B001193
