event_id,timestamp,window_id,host,user,process,pid,ppid,src_entity,src_type,relation,dst_entity,dst_type,command,args,return_code,label,stage,attack_step
B000996,2026-01-20 10:44:17,W010,portal-web-01,svc_web,logrotate,1335,1,logrotate:1335@portal-web-01,process,rename,/var/log/nginx/access.log,file,rename,benign log rotation,0,benign,benign,benign
B000997,2026-01-20 10:44:18,W010,portal-web-01,svc_web,logrotate,1335,1,logrotate:1335@portal-web-01,process,write,/var/log/nginx/access.log,file,write,create new access log,0,benign,benign,benign
B000994,2026-01-20 10:44:21,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:42166,socket,accept,normal internal https request,0,benign,benign,benign
B000995,2026-01-20 10:44:22,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B000991,2026-01-20 10:44:26,W010,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,read,/home/u_fin/docs/budget_q1.xlsx,file,read,normal document access,0,benign,benign,benign
B004810,2026-01-20 10:44:26,W010,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B004487,2026-01-20 10:44:31,W010,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B003533,2026-01-20 10:44:36,W010,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B003907,2026-01-20 10:44:42,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B001006,2026-01-20 10:45:00,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:55660,socket,accept,normal internal https request,0,benign,benign,benign
B001007,2026-01-20 10:45:01,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B001008,2026-01-20 10:45:02,W010,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,serve internal portal request,0,benign,benign,benign
B004169,2026-01-20 10:45:04,W010,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B004946,2026-01-20 10:45:18,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B001001,2026-01-20 10:45:22,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign
B001004,2026-01-20 10:45:23,W010,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign
B001005,2026-01-20 10:45:25,W010,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign
B001002,2026-01-20 10:45:27,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B001003,2026-01-20 10:45:28,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B003396,2026-01-20 10:45:28,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B003397,2026-01-20 10:45:29,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B000998,2026-01-20 10:45:30,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B001000,2026-01-20 10:45:33,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign
B000999,2026-01-20 10:45:48,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign
B001010,2026-01-20 10:46:02,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B001011,2026-01-20 10:46:04,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B004200,2026-01-20 10:46:07,W010,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B005200,2026-01-20 10:46:08,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B003398,2026-01-20 10:46:09,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B001012,2026-01-20 10:46:10,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B003399,2026-01-20 10:46:10,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B004524,2026-01-20 10:46:12,W010,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B001009,2026-01-20 10:46:13,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B004929,2026-01-20 10:46:14,W010,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B005273,2026-01-20 10:46:14,W010,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B001016,2026-01-20 10:46:22,W010,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/dev/release_notes.txt,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B004023,2026-01-20 10:46:26,W010,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B001014,2026-01-20 10:46:30,W010,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign
B001015,2026-01-20 10:46:31,W010,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:47323,socket,accept,normal developer ssh accepted,0,benign,benign,benign
B005314,2026-01-20 10:46:39,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B001017,2026-01-20 10:46:41,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:49926,socket,accept,normal internal https request,0,benign,benign,benign
B001018,2026-01-20 10:46:42,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B001013,2026-01-20 10:46:45,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B005060,2026-01-20 10:46:54,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B005357,2026-01-20 10:46:56,W010,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B004679,2026-01-20 10:47:02,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B004081,2026-01-20 10:47:07,W010,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B003400,2026-01-20 10:47:08,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B003401,2026-01-20 10:47:09,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B001019,2026-01-20 10:47:10,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B001020,2026-01-20 10:47:19,W010,ws-dev-02,u_dev,git,2212,1,git:2212@ws-dev-02,process,connect,192.0.2.30:443,socket,connect,normal package/source repository access,0,benign,benign,benign
B001022,2026-01-20 10:47:21,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:44945,socket,accept,normal internal https request,0,benign,benign,benign
B001021,2026-01-20 10:47:22,W010,ws-dev-02,u_dev,git,2212,1,git:2212@ws-dev-02,process,write,/home/u_dev/src/portal/app/config.yaml,file,write,normal development file/cache update,0,benign,benign,benign
B001023,2026-01-20 10:47:22,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B004573,2026-01-20 10:47:24,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B004236,2026-01-20 10:47:32,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B005242,2026-01-20 10:47:36,W010,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign
B004727,2026-01-20 10:47:57,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B004165,2026-01-20 10:48:00,W010,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B001024,2026-01-20 10:48:02,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B001025,2026-01-20 10:48:02,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B003402,2026-01-20 10:48:02,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B003403,2026-01-20 10:48:03,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B001033,2026-01-20 10:48:04,W010,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/finance/budget_q1.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B003976,2026-01-20 10:48:04,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B001026,2026-01-20 10:48:05,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B001027,2026-01-20 10:48:05,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B005134,2026-01-20 10:48:08,W010,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B001034,2026-01-20 10:48:17,W010,file-srv-01,svc_backup,backup-agent,1230,1,backup-agent:1230@file-srv-01,process,connect,10.20.1.41:873,socket,connect,backup metadata sync to monitoring server,0,benign,benign,benign
B001035,2026-01-20 10:48:20,W010,file-srv-01,svc_backup,backup-agent,1230,1,backup-agent:1230@file-srv-01,process,read,/srv/share/.backup-manifest,file,read,normal backup manifest read,0,benign,benign,benign
B001032,2026-01-20 10:48:23,W010,ws-dev-02,u_dev,python3,2250,1,python3:2250@ws-dev-02,process,execute,/var/lib/docker/tmp/build-context.tar,file,read,normal local development/test activity,0,benign,benign,benign
B001031,2026-01-20 10:48:28,W010,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q1.xlsx,file,read,normal document access,0,benign,benign,benign
B005589,2026-01-20 10:48:31,W010,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B001029,2026-01-20 10:48:36,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B001030,2026-01-20 10:48:37,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B005588,2026-01-20 10:48:41,W010,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B004859,2026-01-20 10:48:42,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B001036,2026-01-20 10:48:45,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:47409,socket,accept,normal internal https request,0,benign,benign,benign
B001037,2026-01-20 10:48:46,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B005151,2026-01-20 10:48:46,W010,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B001038,2026-01-20 10:48:47,W010,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign
B001028,2026-01-20 10:48:48,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B004031,2026-01-20 10:48:57,W010,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B005087,2026-01-20 10:49:25,W010,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B003404,2026-01-20 10:49:30,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B003405,2026-01-20 10:49:31,W010,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B001040,2026-01-20 10:49:38,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:52073,socket,accept,normal internal https request,0,benign,benign,benign
B001041,2026-01-20 10:49:39,W010,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B001039,2026-01-20 10:49:40,W010,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B004192,2026-01-20 10:49:42,W010,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B003701,2026-01-20 10:49:43,W010,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign
B003721,2026-01-20 10:49:43,W010,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B001042,2026-01-20 10:50:03,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B001044,2026-01-20 10:50:04,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B001052,2026-01-20 10:50:05,W011,ws-dev-02,u_dev,bash,2232,1,bash:2232@ws-dev-02,process,execute,/home/u_dev/src/portal/requirements.txt,file,read,normal local development/test activity,0,benign,benign,benign
B001045,2026-01-20 10:50:06,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B003982,2026-01-20 10:50:07,W011,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B004519,2026-01-20 10:50:08,W011,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign
B001049,2026-01-20 10:50:14,W011,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign
B003406,2026-01-20 10:50:14,W011,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B003407,2026-01-20 10:50:15,W011,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B001043,2026-01-20 10:50:18,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B001047,2026-01-20 10:50:24,W011,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign
B001046,2026-01-20 10:50:30,W011,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B001048,2026-01-20 10:50:32,W011,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign
B004229,2026-01-20 10:50:36,W011,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B004463,2026-01-20 10:50:37,W011,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B004430,2026-01-20 10:50:40,W011,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign
B004114,2026-01-20 10:50:42,W011,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B001050,2026-01-20 10:50:45,W011,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign
B001051,2026-01-20 10:50:47,W011,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign
B001055,2026-01-20 10:50:50,W011,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:49456,socket,accept,normal internal https request,0,benign,benign,benign
B003604,2026-01-20 10:50:50,W011,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B001053,2026-01-20 10:50:51,W011,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B001056,2026-01-20 10:50:51,W011,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B001054,2026-01-20 10:50:52,W011,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,write,/srv/share/public/office_schedule.xlsx.lock,file,write,benign lock/update file created by share service,0,benign,benign,benign
B003408,2026-01-20 10:51:04,W011,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/home/u_dev/src/portal/Dockerfile,file,read,normal docker build reads Dockerfile,0,benign,benign,benign
B003409,2026-01-20 10:51:05,W011,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,write,/var/lib/docker/tmp/build-layer.tar,file,write,normal docker build writes image layer,0,benign,benign,benign
B004450,2026-01-20 10:51:11,W011,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B001063,2026-01-20 10:51:12,W011,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:43508,socket,accept,normal internal https request,0,benign,benign,benign
B001064,2026-01-20 10:51:13,W011,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B001060,2026-01-20 10:51:14,W011,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign
B001065,2026-01-20 10:51:14,W011,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign
B001061,2026-01-20 10:51:15,W011,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:50652,socket,accept,normal developer ssh accepted,0,benign,benign,benign
B004822,2026-01-20 10:51:16,W011,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B003876,2026-01-20 10:51:20,W011,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B004106,2026-01-20 10:51:23,W011,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B001057,2026-01-20 10:51:34,W011,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B001058,2026-01-20 10:51:39,W011,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B001059,2026-01-20 10:51:40,W011,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B001062,2026-01-20 10:51:49,W011,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,execute,/home/u_dev/src/portal/requirements.txt,file,read,normal local development/test activity,0,benign,benign,benign
B001069,2026-01-20 10:52:03,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B001070,2026-01-20 10:52:03,W011,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B001067,2026-01-20 10:52:06,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B001066,2026-01-20 10:52:07,W011,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B001071,2026-01-20 10:52:11,W011,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/Downloads/report.pdf,file,read,normal document access,0,benign,benign,benign
