metric_id,timestamp,window_id,host,cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_in_bytes,net_out_bytes,proc_count,file_open_count,login_count,top_process_hint,metric_note,label,stage,attack_step
M000351,2026-01-20 10:10:00,W007,ws-finance-01,21.19,49.25,86765,86346,5472,3850,106,361,1,office-apps,normal baseline,benign,benign,benign
M000358,2026-01-20 10:11:00,W007,file-srv-01,19.09,44.08,207333,105203,5920,11609,90,429,0,smbd,normal baseline,benign,benign,benign
M000360,2026-01-20 10:11:00,W007,mon-srv-01,28.45,62.33,113248,167279,20314,8052,117,403,0,prometheus,normal baseline,benign,benign,benign
M000359,2026-01-20 10:11:00,W007,portal-web-01,22.95,57.59,72614,96638,8770,9232,101,401,0,nginx,normal baseline,benign,benign,benign
M000357,2026-01-20 10:11:00,W007,ws-dev-02,23.57,54.9,121271,93633,6896,3483,123,389,1,dev-shell,normal baseline,benign,benign,benign
M000356,2026-01-20 10:11:00,W007,ws-finance-01,21.27,47.26,78581,99835,3932,2650,112,328,1,office-apps,normal baseline,benign,benign,benign
M000363,2026-01-20 10:12:00,W007,file-srv-01,17.88,43.77,128427,83301,7838,13550,93,420,0,smbd,normal baseline,benign,benign,benign
M000365,2026-01-20 10:12:00,W007,mon-srv-01,25.15,64.2,145873,175501,11152,11115,119,419,0,prometheus,normal baseline,benign,benign,benign
M000364,2026-01-20 10:12:00,W007,portal-web-01,26.08,56.95,110798,110148,7709,8320,99,422,0,nginx,normal baseline,benign,benign,benign
M000362,2026-01-20 10:12:00,W007,ws-dev-02,29.28,53.09,104795,94025,7891,3717,123,366,1,dev-shell,normal baseline,benign,benign,benign
M000361,2026-01-20 10:12:00,W007,ws-finance-01,21.55,48.2,98682,49968,3443,4238,115,279,1,office-apps,normal baseline,benign,benign,benign
M000368,2026-01-20 10:13:00,W007,file-srv-01,21.76,45.74,172531,99362,9521,8584,100,416,0,smbd,normal baseline,benign,benign,benign
M000370,2026-01-20 10:13:00,W007,mon-srv-01,28.67,63.09,111570,154860,15377,12182,114,422,0,prometheus,normal baseline,benign,benign,benign
M000369,2026-01-20 10:13:00,W007,portal-web-01,24.74,57.17,115718,127329,7299,9283,101,366,0,nginx,normal baseline,benign,benign,benign
M000367,2026-01-20 10:13:00,W007,ws-dev-02,24.55,54.64,149275,100780,8683,5506,120,340,1,dev-shell,normal baseline,benign,benign,benign
M000366,2026-01-20 10:13:00,W007,ws-finance-01,24.45,48.62,93213,116457,5524,3800,115,369,1,office-apps,normal baseline,benign,benign,benign
M000373,2026-01-20 10:14:00,W007,file-srv-01,17.92,43.44,204052,80944,9266,11095,88,428,0,smbd,normal baseline,benign,benign,benign
M000375,2026-01-20 10:14:00,W007,mon-srv-01,27.15,62.93,116362,188163,18088,6491,121,406,0,prometheus,normal baseline,benign,benign,benign
M000374,2026-01-20 10:14:00,W007,portal-web-01,25.15,58.54,117852,97142,5507,12268,100,324,0,nginx,normal baseline,benign,benign,benign
M000372,2026-01-20 10:14:00,W007,ws-dev-02,25.12,52.0,121991,114121,5155,4830,126,363,1,dev-shell,normal baseline,benign,benign,benign
M000371,2026-01-20 10:14:00,W007,ws-finance-01,17.56,47.4,51881,79456,3184,4607,116,303,1,office-apps,normal baseline,benign,benign,benign
M000378,2026-01-20 10:15:00,W007,file-srv-01,22.73,44.79,185749,89208,7146,11862,95,395,0,smbd,normal baseline,benign,benign,benign
M000380,2026-01-20 10:15:00,W007,mon-srv-01,24.31,64.06,152116,174207,21189,9622,124,408,0,prometheus,normal baseline,benign,benign,benign
M000379,2026-01-20 10:15:00,W007,portal-web-01,23.18,58.43,91273,97879,8260,6237,105,361,0,nginx,normal baseline,benign,benign,benign
M000377,2026-01-20 10:15:00,W007,ws-dev-02,23.0,53.33,137052,90835,5988,5137,125,341,1,dev-shell,normal baseline,benign,benign,benign
M000376,2026-01-20 10:15:00,W007,ws-finance-01,21.2,47.37,89719,93030,4296,4095,115,299,1,office-apps,normal baseline,benign,benign,benign
M000383,2026-01-20 10:16:00,W007,file-srv-01,21.91,46.74,210145,72542,6747,12093,91,415,0,smbd,normal baseline,benign,benign,benign
M000385,2026-01-20 10:16:00,W007,mon-srv-01,24.25,61.49,110065,141996,17937,11364,117,428,0,prometheus,normal baseline,benign,benign,benign
M000384,2026-01-20 10:16:00,W007,portal-web-01,23.11,57.31,90701,106214,8685,8774,99,382,0,nginx,normal baseline,benign,benign,benign
M000382,2026-01-20 10:16:00,W007,ws-dev-02,22.49,53.19,101235,96378,7263,3980,128,346,1,dev-shell,normal baseline,benign,benign,benign
M000381,2026-01-20 10:16:00,W007,ws-finance-01,23.66,48.43,80787,89925,4989,2666,109,331,1,office-apps,normal baseline,benign,benign,benign
M000388,2026-01-20 10:17:00,W007,file-srv-01,17.21,44.6,183469,68288,7327,10262,93,436,0,smbd,normal baseline,benign,benign,benign
M000390,2026-01-20 10:17:00,W007,mon-srv-01,29.35,63.86,125918,133568,7828,10513,118,406,0,prometheus,normal baseline,benign,benign,benign
M000389,2026-01-20 10:17:00,W007,portal-web-01,24.19,58.2,107810,83704,11221,7094,101,358,0,nginx,normal baseline,benign,benign,benign
M000387,2026-01-20 10:17:00,W007,ws-dev-02,22.53,52.04,102826,90031,3110,4888,132,388,1,dev-shell,normal baseline,benign,benign,benign
M000386,2026-01-20 10:17:00,W007,ws-finance-01,19.43,48.69,69611,97319,5681,4541,111,314,1,office-apps,normal baseline,benign,benign,benign
M000393,2026-01-20 10:18:00,W007,file-srv-01,18.01,44.64,197232,74738,9254,8382,94,415,0,smbd,normal baseline,benign,benign,benign
M000395,2026-01-20 10:18:00,W007,mon-srv-01,29.12,63.67,111241,142817,14551,7560,115,407,0,prometheus,normal baseline,benign,benign,benign
M000394,2026-01-20 10:18:00,W007,portal-web-01,23.21,58.25,96761,90640,9776,4525,104,358,0,nginx,normal baseline,benign,benign,benign
M000392,2026-01-20 10:18:00,W007,ws-dev-02,22.55,53.16,81509,115737,6428,4360,125,390,1,dev-shell,normal baseline,benign,benign,benign
M000391,2026-01-20 10:18:00,W007,ws-finance-01,18.96,48.15,92805,102089,4155,5900,117,292,1,office-apps,normal baseline,benign,benign,benign
M000398,2026-01-20 10:19:00,W007,file-srv-01,17.75,45.11,134662,66407,7600,8627,90,399,0,smbd,normal baseline,benign,benign,benign
M000400,2026-01-20 10:19:00,W007,mon-srv-01,27.08,64.65,115715,171107,14509,5411,111,413,0,prometheus,normal baseline,benign,benign,benign
M000399,2026-01-20 10:19:00,W007,portal-web-01,26.36,57.04,76553,60931,10799,7837,99,378,0,nginx,normal baseline,benign,benign,benign
M000397,2026-01-20 10:19:00,W007,ws-dev-02,25.13,51.0,106649,125339,4201,3927,125,360,1,dev-shell,normal baseline,benign,benign,benign
M000396,2026-01-20 10:19:00,W007,ws-finance-01,23.1,49.74,104793,82330,5613,3657,112,315,1,office-apps,normal baseline,benign,benign,benign
M000403,2026-01-20 10:20:00,W008,file-srv-01,18.65,46.12,136388,110730,7155,8608,89,457,0,smbd,normal baseline,benign,benign,benign
M000405,2026-01-20 10:20:00,W008,mon-srv-01,26.16,63.53,163851,146457,5310,7925,114,398,0,prometheus,normal baseline,benign,benign,benign
M000404,2026-01-20 10:20:00,W008,portal-web-01,21.46,57.16,98913,91573,10051,7562,103,339,0,nginx,normal baseline,benign,benign,benign
M000402,2026-01-20 10:20:00,W008,ws-dev-02,25.26,54.54,114140,106502,4761,3579,119,328,1,dev-shell,normal baseline,benign,benign,benign
M000401,2026-01-20 10:20:00,W008,ws-finance-01,41.9,51.4,176000,240000,5800,7600,134,398,1,syswatch,periodic syswatch execution and internal access,suspicious,Persistence/Discovery,"A9,A10"
M000408,2026-01-20 10:21:00,W008,file-srv-01,18.54,44.3,199291,106567,10966,6249,88,428,0,smbd,normal baseline,benign,benign,benign
M000410,2026-01-20 10:21:00,W008,mon-srv-01,28.08,62.76,146334,174913,13993,7843,112,415,0,prometheus,normal baseline,benign,benign,benign
M000409,2026-01-20 10:21:00,W008,portal-web-01,22.93,58.48,86530,124925,9221,6437,103,348,0,nginx,normal baseline,benign,benign,benign
M000407,2026-01-20 10:21:00,W008,ws-dev-02,23.91,52.32,114330,117128,6789,7748,123,371,1,dev-shell,normal baseline,benign,benign,benign
M000406,2026-01-20 10:21:00,W008,ws-finance-01,41.9,51.4,176000,240000,5800,7600,134,398,1,syswatch,periodic syswatch execution and internal access,suspicious,Persistence/Discovery,"A9,A10"
M000413,2026-01-20 10:22:00,W008,file-srv-01,17.34,45.76,161685,81033,11452,15275,99,425,0,smbd,normal baseline,benign,benign,benign
M000415,2026-01-20 10:22:00,W008,mon-srv-01,20.55,61.93,150840,158539,11475,10498,118,409,0,prometheus,normal baseline,benign,benign,benign
M000414,2026-01-20 10:22:00,W008,portal-web-01,22.56,57.99,80698,120274,7383,5946,102,397,0,nginx,normal baseline,benign,benign,benign
M000412,2026-01-20 10:22:00,W008,ws-dev-02,24.83,54.08,114204,130087,7336,5554,128,352,1,dev-shell,normal baseline,benign,benign,benign
M000411,2026-01-20 10:22:00,W008,ws-finance-01,41.9,51.4,176000,240000,5800,7600,134,398,1,syswatch,periodic syswatch execution and internal access,suspicious,Persistence/Discovery,"A9,A10"
M000418,2026-01-20 10:23:00,W008,file-srv-01,20.4,45.31,171084,98955,7431,12105,93,444,0,smbd,normal baseline,benign,benign,benign
M000420,2026-01-20 10:23:00,W008,mon-srv-01,26.84,62.78,157237,144516,10963,7341,118,416,0,prometheus,normal baseline,benign,benign,benign
M000419,2026-01-20 10:23:00,W008,portal-web-01,20.4,56.5,87928,115631,9272,9854,106,418,0,nginx,normal baseline,benign,benign,benign
M000417,2026-01-20 10:23:00,W008,ws-dev-02,23.87,52.39,113853,123809,5842,6700,117,343,1,dev-shell,normal baseline,benign,benign,benign
M000416,2026-01-20 10:23:00,W008,ws-finance-01,26.41,48.93,62968,100167,5287,3024,116,328,1,office-apps,normal baseline,benign,benign,benign
M000423,2026-01-20 10:24:00,W008,file-srv-01,21.1,45.42,162163,82120,6786,11675,93,421,0,smbd,normal baseline,benign,benign,benign
M000425,2026-01-20 10:24:00,W008,mon-srv-01,26.97,61.71,121044,212593,13657,13198,118,393,0,prometheus,normal baseline,benign,benign,benign
M000424,2026-01-20 10:24:00,W008,portal-web-01,22.77,58.95,76567,103333,9325,6285,108,373,0,nginx,normal baseline,benign,benign,benign
M000422,2026-01-20 10:24:00,W008,ws-dev-02,27.74,53.08,113647,106844,3753,3786,122,362,1,dev-shell,normal baseline,benign,benign,benign
M000421,2026-01-20 10:24:00,W008,ws-finance-01,20.45,48.33,106589,102640,4113,4720,109,322,1,office-apps,normal baseline,benign,benign,benign
M000428,2026-01-20 10:25:00,W008,file-srv-01,22.15,45.95,222340,102552,10514,14209,94,434,0,smbd,normal baseline,benign,benign,benign
M000430,2026-01-20 10:25:00,W008,mon-srv-01,24.73,64.38,99625,196474,11079,12748,116,413,0,prometheus,normal baseline,benign,benign,benign
M000429,2026-01-20 10:25:00,W008,portal-web-01,21.45,56.55,90594,124273,3620,9376,102,353,0,nginx,normal baseline,benign,benign,benign
M000427,2026-01-20 10:25:00,W008,ws-dev-02,24.41,52.01,92947,133614,6256,5419,120,369,1,dev-shell,normal baseline,benign,benign,benign
M000426,2026-01-20 10:25:00,W008,ws-finance-01,21.3,48.31,77974,77309,5393,4287,113,337,1,office-apps,normal baseline,benign,benign,benign
M000433,2026-01-20 10:26:00,W008,file-srv-01,23.47,45.12,217702,114543,8778,16445,89,389,0,smbd,normal baseline,benign,benign,benign
M000435,2026-01-20 10:26:00,W008,mon-srv-01,28.23,64.32,149690,180115,15445,10600,126,407,0,prometheus,normal baseline,benign,benign,benign
M000434,2026-01-20 10:26:00,W008,portal-web-01,23.29,58.12,93612,136875,13231,9994,102,366,0,nginx,normal baseline,benign,benign,benign
M000432,2026-01-20 10:26:00,W008,ws-dev-02,25.21,52.06,144704,98603,6963,4466,128,387,1,dev-shell,normal baseline,benign,benign,benign
M000431,2026-01-20 10:26:00,W008,ws-finance-01,24.54,47.56,106965,93561,4529,5733,114,312,1,office-apps,normal baseline,benign,benign,benign
M000438,2026-01-20 10:27:00,W008,file-srv-01,17.85,44.42,177402,84299,5386,10162,98,392,0,smbd,normal baseline,benign,benign,benign
M000440,2026-01-20 10:27:00,W008,mon-srv-01,26.47,62.21,114754,163147,17325,8191,118,398,0,prometheus,normal baseline,benign,benign,benign
M000439,2026-01-20 10:27:00,W008,portal-web-01,22.06,58.92,107788,115133,11932,9392,104,334,0,nginx,normal baseline,benign,benign,benign
M000437,2026-01-20 10:27:00,W008,ws-dev-02,25.07,53.33,122442,110845,7150,4544,124,344,1,dev-shell,normal baseline,benign,benign,benign
M000436,2026-01-20 10:27:00,W008,ws-finance-01,20.94,48.3,104755,65536,4739,3989,117,295,1,office-apps,normal baseline,benign,benign,benign
M000443,2026-01-20 10:28:00,W008,file-srv-01,19.81,44.62,199709,79355,10481,7673,90,416,0,smbd,normal baseline,benign,benign,benign
M000445,2026-01-20 10:28:00,W008,mon-srv-01,27.07,60.55,128183,143156,17052,9673,114,436,0,prometheus,normal baseline,benign,benign,benign
M000444,2026-01-20 10:28:00,W008,portal-web-01,25.12,55.77,96257,118496,3399,5916,108,387,0,nginx,normal baseline,benign,benign,benign
M000442,2026-01-20 10:28:00,W008,ws-dev-02,27.47,52.74,120577,109131,8134,5817,120,366,1,dev-shell,normal baseline,benign,benign,benign
M000441,2026-01-20 10:28:00,W008,ws-finance-01,21.74,48.25,101939,79572,5658,4815,111,300,1,office-apps,normal baseline,benign,benign,benign
M000448,2026-01-20 10:29:00,W008,file-srv-01,18.75,45.36,175513,121405,8794,11001,92,422,0,smbd,normal baseline,benign,benign,benign
M000450,2026-01-20 10:29:00,W008,mon-srv-01,24.7,64.28,127652,153775,11729,14219,123,384,0,prometheus,normal baseline,benign,benign,benign
M000449,2026-01-20 10:29:00,W008,portal-web-01,24.75,58.22,79378,87187,9511,10619,106,381,0,nginx,normal baseline,benign,benign,benign
M000447,2026-01-20 10:29:00,W008,ws-dev-02,26.45,52.63,101120,91159,6859,6624,123,391,1,dev-shell,normal baseline,benign,benign,benign
M000446,2026-01-20 10:29:00,W008,ws-finance-01,22.2,47.49,137810,58835,4315,3060,113,294,1,office-apps,normal baseline,benign,benign,benign
M000453,2026-01-20 10:30:00,W009,file-srv-01,19.28,45.32,222410,92173,11244,11249,92,395,0,smbd,normal baseline,benign,benign,benign
M000455,2026-01-20 10:30:00,W009,mon-srv-01,29.01,64.24,111450,229033,10277,13329,120,402,0,prometheus,normal baseline,benign,benign,benign
M000454,2026-01-20 10:30:00,W009,portal-web-01,18.82,56.55,89913,96032,5494,9394,107,384,0,nginx,normal baseline,benign,benign,benign
M000452,2026-01-20 10:30:00,W009,ws-dev-02,26.45,52.34,93692,128229,5333,6168,126,362,1,dev-shell,normal baseline,benign,benign,benign
M000451,2026-01-20 10:30:00,W009,ws-finance-01,16.62,48.79,96461,81632,4851,4314,109,290,1,office-apps,normal baseline,benign,benign,benign
M000458,2026-01-20 10:31:00,W009,file-srv-01,19.12,44.32,180111,98292,8751,6582,93,401,0,smbd,normal baseline,benign,benign,benign
M000460,2026-01-20 10:31:00,W009,mon-srv-01,24.56,64.95,145354,224007,18171,9166,120,388,0,prometheus,normal baseline,benign,benign,benign
M000459,2026-01-20 10:31:00,W009,portal-web-01,22.26,57.33,89188,110396,7192,9562,101,357,0,nginx,normal baseline,benign,benign,benign
M000457,2026-01-20 10:31:00,W009,ws-dev-02,25.58,52.53,82879,116726,8946,4567,126,340,1,dev-shell,normal baseline,benign,benign,benign
M000456,2026-01-20 10:31:00,W009,ws-finance-01,41.9,51.4,176000,240000,5800,7600,134,398,1,syswatch,periodic syswatch execution and internal access,suspicious,Persistence/Discovery,"A9,A10"
M000463,2026-01-20 10:32:00,W009,file-srv-01,20.07,46.58,207514,86940,7698,11315,88,422,0,smbd,normal baseline,benign,benign,benign
M000465,2026-01-20 10:32:00,W009,mon-srv-01,23.62,63.44,118296,191715,10253,9342,121,393,0,prometheus,normal baseline,benign,benign,benign
M000464,2026-01-20 10:32:00,W009,portal-web-01,27.25,58.9,137404,101535,14199,7285,104,372,0,nginx,normal baseline,benign,benign,benign
M000462,2026-01-20 10:32:00,W009,ws-dev-02,23.68,52.25,94316,107267,4609,4364,122,376,1,dev-shell,normal baseline,benign,benign,benign
M000461,2026-01-20 10:32:00,W009,ws-finance-01,19.21,47.71,72701,87682,5304,5312,113,298,1,office-apps,normal baseline,benign,benign,benign
M000468,2026-01-20 10:33:00,W009,file-srv-01,20.31,43.27,185649,86829,6475,12149,94,425,0,smbd,normal baseline,benign,benign,benign
M000470,2026-01-20 10:33:00,W009,mon-srv-01,31.45,64.75,174131,227947,14095,11448,118,407,0,prometheus,normal baseline,benign,benign,benign
M000469,2026-01-20 10:33:00,W009,portal-web-01,21.75,56.01,81550,87315,8263,10779,104,361,0,nginx,normal baseline,benign,benign,benign
M000467,2026-01-20 10:33:00,W009,ws-dev-02,25.36,52.35,146694,99994,7718,6787,120,339,1,dev-shell,normal baseline,benign,benign,benign
M000466,2026-01-20 10:33:00,W009,ws-finance-01,21.01,49.05,83233,109559,5045,3142,114,318,1,office-apps,normal baseline,benign,benign,benign
M000473,2026-01-20 10:34:00,W009,file-srv-01,18.91,44.73,197978,74219,9442,4729,95,444,0,smbd,normal baseline,benign,benign,benign
M000475,2026-01-20 10:34:00,W009,mon-srv-01,24.01,63.21,132110,194792,7620,11233,116,364,0,prometheus,normal baseline,benign,benign,benign
M000474,2026-01-20 10:34:00,W009,portal-web-01,26.13,57.08,81115,87322,8031,8991,103,339,0,nginx,normal baseline,benign,benign,benign
M000472,2026-01-20 10:34:00,W009,ws-dev-02,25.51,52.44,142332,155311,7207,4187,125,350,1,dev-shell,normal baseline,benign,benign,benign
M000471,2026-01-20 10:34:00,W009,ws-finance-01,20.89,47.81,87062,85267,2057,3847,117,321,1,office-apps,normal baseline,benign,benign,benign
M000478,2026-01-20 10:35:00,W009,file-srv-01,21.6,47.16,175990,84230,9461,10370,92,439,0,smbd,normal baseline,benign,benign,benign
M000480,2026-01-20 10:35:00,W009,mon-srv-01,26.63,64.19,151589,191266,11338,9486,117,406,0,prometheus,normal baseline,benign,benign,benign
M000479,2026-01-20 10:35:00,W009,portal-web-01,25.24,56.98,79229,105126,8514,5901,108,421,0,nginx,normal baseline,benign,benign,benign
M000477,2026-01-20 10:35:00,W009,ws-dev-02,23.65,53.87,58506,142266,4692,4494,123,370,1,dev-shell,normal baseline,benign,benign,benign
M000476,2026-01-20 10:35:00,W009,ws-finance-01,23.73,49.32,78167,63630,5675,3803,112,296,1,office-apps,normal baseline,benign,benign,benign
M000483,2026-01-20 10:36:00,W009,file-srv-01,19.98,43.09,190631,90207,13269,10921,90,381,0,smbd,normal baseline,benign,benign,benign
M000485,2026-01-20 10:36:00,W009,mon-srv-01,25.37,62.22,160774,174493,19526,10860,119,391,0,prometheus,normal baseline,benign,benign,benign
M000484,2026-01-20 10:36:00,W009,portal-web-01,24.59,57.93,72354,72356,9896,7130,101,353,0,nginx,normal baseline,benign,benign,benign
M000482,2026-01-20 10:36:00,W009,ws-dev-02,25.19,52.25,113985,115207,5638,6093,126,359,1,dev-shell,normal baseline,benign,benign,benign
M000481,2026-01-20 10:36:00,W009,ws-finance-01,19.36,48.11,111467,125211,4488,2905,108,317,1,office-apps,normal baseline,benign,benign,benign
M000488,2026-01-20 10:37:00,W009,file-srv-01,20.02,43.78,160978,103801,8401,8524,86,452,0,smbd,normal baseline,benign,benign,benign
M000490,2026-01-20 10:37:00,W009,mon-srv-01,26.53,63.17,156773,145056,9624,10931,116,410,0,prometheus,normal baseline,benign,benign,benign
M000489,2026-01-20 10:37:00,W009,portal-web-01,24.2,57.9,64369,68809,9136,9045,100,359,0,nginx,normal baseline,benign,benign,benign
M000487,2026-01-20 10:37:00,W009,ws-dev-02,23.72,51.84,132792,101154,7707,5691,126,376,1,dev-shell,normal baseline,benign,benign,benign
M000486,2026-01-20 10:37:00,W009,ws-finance-01,23.05,48.49,99073,97159,2796,3813,109,328,1,office-apps,normal baseline,benign,benign,benign
M000493,2026-01-20 10:38:00,W009,file-srv-01,19.75,46.55,204783,93301,7678,8791,95,436,0,smbd,normal baseline,benign,benign,benign
M000495,2026-01-20 10:38:00,W009,mon-srv-01,26.29,63.75,150735,163016,15921,8094,112,392,0,prometheus,normal baseline,benign,benign,benign
M000494,2026-01-20 10:38:00,W009,portal-web-01,23.22,58.03,98552,106643,10747,9445,103,374,0,nginx,normal baseline,benign,benign,benign
M000492,2026-01-20 10:38:00,W009,ws-dev-02,23.46,53.73,78508,113630,7041,5563,128,344,1,dev-shell,normal baseline,benign,benign,benign
M000491,2026-01-20 10:38:00,W009,ws-finance-01,21.32,49.03,78949,106862,6373,4405,107,314,1,office-apps,normal baseline,benign,benign,benign
M000498,2026-01-20 10:39:00,W009,file-srv-01,21.62,45.16,165387,86360,8391,11466,92,419,0,smbd,normal baseline,benign,benign,benign
M000500,2026-01-20 10:39:00,W009,mon-srv-01,27.09,63.35,147424,197775,12431,8619,119,418,0,prometheus,normal baseline,benign,benign,benign
M000499,2026-01-20 10:39:00,W009,portal-web-01,22.67,57.13,114924,87546,10950,6494,107,345,0,nginx,normal baseline,benign,benign,benign
M000497,2026-01-20 10:39:00,W009,ws-dev-02,22.12,52.81,107031,104365,5207,6261,121,354,1,dev-shell,normal baseline,benign,benign,benign
M000496,2026-01-20 10:39:00,W009,ws-finance-01,22.38,48.32,97773,64333,4073,3941,110,291,1,office-apps,normal baseline,benign,benign,benign
M000503,2026-01-20 10:40:00,W010,file-srv-01,18.92,44.62,203347,123191,10588,10955,92,411,0,smbd,normal baseline,benign,benign,benign
M000505,2026-01-20 10:40:00,W010,mon-srv-01,27.99,63.68,124873,146584,14187,13289,118,386,0,prometheus,normal baseline,benign,benign,benign
M000504,2026-01-20 10:40:00,W010,portal-web-01,25.7,59.23,90421,97403,8608,7779,95,368,0,nginx,normal baseline,benign,benign,benign
M000502,2026-01-20 10:40:00,W010,ws-dev-02,73.01,52.44,1013761,1990556,155430,58549,141,437,1,docker,normal container build burst,benign,benign,benign
M000501,2026-01-20 10:40:00,W010,ws-finance-01,19.69,48.11,94740,83746,3566,2434,114,303,1,office-apps,normal baseline,benign,benign,benign
M000508,2026-01-20 10:41:00,W010,file-srv-01,23.3,43.85,165358,55133,9161,7370,91,425,0,smbd,normal baseline,benign,benign,benign
M000510,2026-01-20 10:41:00,W010,mon-srv-01,27.57,63.76,154417,225533,11755,8257,120,411,0,prometheus,normal baseline,benign,benign,benign
M000509,2026-01-20 10:41:00,W010,portal-web-01,23.57,56.12,116223,85908,9560,8036,104,395,0,nginx,normal baseline,benign,benign,benign
M000507,2026-01-20 10:41:00,W010,ws-dev-02,70.41,52.07,1014998,1994576,157244,58494,142,433,1,docker,normal container build burst,benign,benign,benign
M000506,2026-01-20 10:41:00,W010,ws-finance-01,18.14,48.35,95014,82242,6807,4339,111,322,1,office-apps,normal baseline,benign,benign,benign
M000513,2026-01-20 10:42:00,W010,file-srv-01,17.91,44.94,240267,81463,7045,14878,98,419,0,smbd,normal baseline,benign,benign,benign
M000515,2026-01-20 10:42:00,W010,mon-srv-01,27.7,63.14,130667,154004,14309,15310,114,420,0,prometheus,normal baseline,benign,benign,benign
M000514,2026-01-20 10:42:00,W010,portal-web-01,21.74,57.29,89153,139564,8796,5415,99,384,0,nginx,normal baseline,benign,benign,benign
M000512,2026-01-20 10:42:00,W010,ws-dev-02,70.31,51.42,1034155,2039078,158192,56019,141,455,1,docker,normal container build burst,benign,benign,benign
M000511,2026-01-20 10:42:00,W010,ws-finance-01,20.27,50.99,85037,83308,3719,2379,109,292,1,office-apps,normal baseline,benign,benign,benign
M000518,2026-01-20 10:43:00,W010,file-srv-01,17.74,44.74,170203,116431,6945,10820,88,390,0,smbd,normal baseline,benign,benign,benign
M000520,2026-01-20 10:43:00,W010,mon-srv-01,27.78,63.77,142085,255826,17878,9576,116,438,0,prometheus,normal baseline,benign,benign,benign
M000519,2026-01-20 10:43:00,W010,portal-web-01,22.33,58.63,94350,106631,9065,7078,103,362,0,nginx,normal baseline,benign,benign,benign
M000517,2026-01-20 10:43:00,W010,ws-dev-02,70.86,53.4,1044814,2030254,157953,55467,145,460,1,docker,normal container build burst,benign,benign,benign
M000516,2026-01-20 10:43:00,W010,ws-finance-01,17.85,47.67,96354,82543,3706,3325,118,292,1,office-apps,normal baseline,benign,benign,benign
M000523,2026-01-20 10:44:00,W010,file-srv-01,16.61,45.43,183164,93407,9599,12696,94,400,0,smbd,normal baseline,benign,benign,benign
M000525,2026-01-20 10:44:00,W010,mon-srv-01,26.1,62.38,148627,173422,20293,7458,123,413,0,prometheus,normal baseline,benign,benign,benign
M000524,2026-01-20 10:44:00,W010,portal-web-01,25.45,58.79,95720,130780,9154,12427,105,362,0,nginx,normal baseline,benign,benign,benign
M000522,2026-01-20 10:44:00,W010,ws-dev-02,73.39,50.9,1018441,1994649,155043,55120,142,443,1,docker,normal container build burst,benign,benign,benign
M000521,2026-01-20 10:44:00,W010,ws-finance-01,22.89,49.38,93602,53922,4144,3432,114,326,1,office-apps,normal baseline,benign,benign,benign
M000528,2026-01-20 10:45:00,W010,file-srv-01,20.85,45.59,140082,95647,6234,10560,93,396,0,smbd,normal baseline,benign,benign,benign
M000530,2026-01-20 10:45:00,W010,mon-srv-01,29.73,64.93,98963,151189,18742,6393,116,401,0,prometheus,normal baseline,benign,benign,benign
M000529,2026-01-20 10:45:00,W010,portal-web-01,19.6,55.87,96914,108297,6357,9241,104,377,0,nginx,normal baseline,benign,benign,benign
M000527,2026-01-20 10:45:00,W010,ws-dev-02,74.85,52.63,970977,2021205,156489,57990,141,447,1,docker,normal container build burst,benign,benign,benign
M000526,2026-01-20 10:45:00,W010,ws-finance-01,16.29,47.16,78685,90648,6125,4341,112,347,1,office-apps,normal baseline,benign,benign,benign
M000533,2026-01-20 10:46:00,W010,file-srv-01,17.85,43.41,184615,103679,8004,10918,93,434,0,smbd,normal baseline,benign,benign,benign
M000535,2026-01-20 10:46:00,W010,mon-srv-01,24.5,62.68,124896,207695,15097,5803,118,371,0,prometheus,normal baseline,benign,benign,benign
M000534,2026-01-20 10:46:00,W010,portal-web-01,24.47,57.38,132841,117437,11164,3865,97,375,0,nginx,normal baseline,benign,benign,benign
M000532,2026-01-20 10:46:00,W010,ws-dev-02,66.55,51.91,1021508,2055329,156988,57273,141,424,1,docker,normal container build burst,benign,benign,benign
M000531,2026-01-20 10:46:00,W010,ws-finance-01,22.32,47.93,81866,113395,5147,4417,113,317,1,office-apps,normal baseline,benign,benign,benign
M000538,2026-01-20 10:47:00,W010,file-srv-01,22.51,43.8,199899,96674,8697,16542,92,425,0,smbd,normal baseline,benign,benign,benign
M000540,2026-01-20 10:47:00,W010,mon-srv-01,25.23,62.52,124871,195513,17938,8084,125,407,0,prometheus,normal baseline,benign,benign,benign
M000539,2026-01-20 10:47:00,W010,portal-web-01,20.43,57.44,65332,62650,9630,3803,110,358,0,nginx,normal baseline,benign,benign,benign
M000537,2026-01-20 10:47:00,W010,ws-dev-02,69.07,51.66,1021701,2052060,157334,56982,139,442,1,docker,normal container build burst,benign,benign,benign
M000536,2026-01-20 10:47:00,W010,ws-finance-01,19.2,48.2,102072,65933,4810,4332,110,329,1,office-apps,normal baseline,benign,benign,benign
M000543,2026-01-20 10:48:00,W010,file-srv-01,17.19,43.65,155899,72165,7541,12471,92,440,0,smbd,normal baseline,benign,benign,benign
M000545,2026-01-20 10:48:00,W010,mon-srv-01,28.12,66.32,111097,241857,15310,14017,111,400,0,prometheus,normal baseline,benign,benign,benign
