event_id,is_attack_event,stage,is_removed_in_corrupted,attack_step,description
B005024,0,benign,0,benign,normal web access log append
B000826,0,benign,0,benign,append log ingestion summary
B000832,0,benign,0,benign,normal smb/nfs shared file access
B004908,0,benign,0,benign,normal shared file read
B000835,0,benign,0,benign,append log ingestion summary
B003652,0,benign,0,benign,browser cache read
B000838,0,benign,0,benign,normal internal https request
B000839,0,benign,0,benign,append benign portal access log
B000840,0,benign,0,benign,serve internal portal request
B004457,0,benign,0,benign,normal web access log append
B000836,0,benign,0,benign,open internal portal page
B000837,0,benign,0,benign,update browser portal cache
B003655,0,benign,0,benign,normal web access log append
B003635,0,benign,0,benign,normal web access log append
B000844,0,benign,0,benign,scrape node_exporter on portal-web-01
B000842,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004849,0,benign,0,benign,desktop metadata update
B000845,0,benign,0,benign,append log ingestion summary
B000841,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000843,0,benign,0,benign,scrape node_exporter on file-srv-01
B000848,0,benign,0,benign,normal smb/nfs shared file access
B000846,0,benign,0,benign,normal document access
B005272,0,benign,0,benign,normal spreadsheet read
B003656,0,benign,0,benign,normal docker metadata read
B005036,0,benign,0,benign,desktop metadata update
B005287,0,benign,0,benign,normal metric wal write
B000847,0,benign,0,benign,normal local development/test activity
B000849,0,benign,0,benign,normal internal https request
B005338,0,benign,0,benign,normal metric wal write
B000850,0,benign,0,benign,append benign portal access log
B005396,0,benign,0,benign,browser cache read
B004506,0,benign,0,benign,normal docker metadata read
B004863,0,benign,0,benign,normal test file read
B000852,0,benign,0,benign,normal internal https request
B000853,0,benign,0,benign,append benign portal access log
B000851,0,benign,0,benign,append log ingestion summary
B004902,0,benign,0,benign,normal spreadsheet read
B003786,0,benign,0,benign,normal rsync log append
B003811,0,benign,0,benign,browser cache read
B004377,0,benign,0,benign,normal rsync log append
B004912,0,benign,0,benign,normal network sensor write
B000858,0,benign,0,benign,append log ingestion summary
B004040,0,benign,0,benign,normal build command
B000862,0,benign,0,benign,open internal portal page
B000863,0,benign,0,benign,update browser portal cache
B000856,0,benign,0,benign,scrape node_exporter on file-srv-01
B005506,0,benign,0,benign,normal docker metadata read
B000855,0,benign,0,benign,scrape node_exporter on ws-dev-02
B005143,0,benign,0,benign,normal rsync log append
B000854,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004590,0,benign,0,benign,normal build command
B000857,0,benign,0,benign,scrape node_exporter on portal-web-01
B000860,0,benign,0,benign,collect syslog stream from ws-dev-02
B000859,0,benign,0,benign,collect syslog stream from ws-finance-01
B000866,0,benign,0,benign,normal smb/nfs shared file access
B004606,0,benign,0,benign,normal portal config read
B000864,0,benign,0,benign,imap mail synchronization
B005317,0,benign,0,benign,normal network sensor write
B000865,0,benign,0,benign,update mail cache
B005316,0,benign,0,benign,normal spreadsheet read
B000861,0,benign,0,benign,collect syslog stream from portal-web-01
B005395,0,benign,0,benign,normal rsync log append
B000867,0,benign,0,benign,normal internal https request
B000868,0,benign,0,benign,append benign portal access log
B000869,0,benign,0,benign,serve internal portal request
B005017,0,benign,0,benign,normal build command
B000870,0,benign,0,benign,append log ingestion summary
E0027,1,Persistence,0,A10,update session marker
B000873,0,benign,0,benign,normal local development/test activity
B003908,0,benign,0,benign,normal test file read
B000871,0,benign,0,benign,normal developer ssh to portal
B000872,0,benign,0,benign,normal developer ssh accepted
B000874,0,benign,0,benign,normal internal https request
B000875,0,benign,0,benign,append benign portal access log
B004344,0,benign,0,benign,normal web access log append
B004740,0,benign,0,benign,normal spreadsheet read
B005430,0,benign,0,benign,browser cache read
B003867,0,benign,0,benign,normal spreadsheet read
B000879,0,benign,0,benign,scrape node_exporter on portal-web-01
B000878,0,benign,0,benign,scrape node_exporter on file-srv-01
B000877,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000880,0,benign,0,benign,append log ingestion summary
B000876,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000883,0,benign,0,benign,normal local development/test activity
B004583,0,benign,0,benign,normal build command
B004122,0,benign,0,benign,normal network sensor write
B004973,0,benign,0,benign,normal web access log append
B000884,0,benign,0,benign,normal smb/nfs shared file access
B000881,0,benign,0,benign,normal document access
B000885,0,benign,0,benign,normal internal https request
B000886,0,benign,0,benign,append benign portal access log
B000882,0,benign,0,benign,autosave office document
B003558,0,benign,0,benign,normal web access log append
B000892,0,benign,0,benign,backup metadata sync to monitoring server
B004676,0,benign,0,benign,normal spreadsheet read
B000893,0,benign,0,benign,normal backup manifest read
B000887,0,benign,0,benign,append log ingestion summary
B000888,0,benign,0,benign,open internal portal page
B000889,0,benign,0,benign,update browser portal cache
B004213,0,benign,0,benign,normal spreadsheet read
B005579,0,benign,0,benign,normal portal config read
B000890,0,benign,0,benign,normal package/source repository access
B003709,0,benign,0,benign,desktop metadata update
B004297,0,benign,0,benign,normal web access log append
B000891,0,benign,0,benign,normal development file/cache update
B003953,0,benign,0,benign,normal portal config read
B000894,0,benign,0,benign,normal internal https request
B000895,0,benign,0,benign,append benign portal access log
B000896,0,benign,0,benign,serve internal portal request
B000899,0,benign,0,benign,scrape node_exporter on file-srv-01
B005092,0,benign,0,benign,normal docker metadata read
B000898,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000900,0,benign,0,benign,scrape node_exporter on portal-web-01
B000897,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003812,0,benign,0,benign,normal spreadsheet read
B000901,0,benign,0,benign,append log ingestion summary
B000904,0,benign,0,benign,normal internal https request
B000905,0,benign,0,benign,append benign portal access log
B004668,0,benign,0,benign,normal network sensor write
B000902,0,benign,0,benign,normal local development/test activity
B003612,0,benign,0,benign,normal docker metadata read
B004168,0,benign,0,benign,normal web access log append
B000903,0,benign,0,benign,normal smb/nfs shared file access
B005444,0,benign,0,benign,normal shared file read
B000912,0,benign,0,benign,normal local development/test activity
B004945,0,benign,0,benign,normal spreadsheet read
B000906,0,benign,0,benign,append log ingestion summary
B000913,0,benign,0,benign,normal internal https request
B000914,0,benign,0,benign,append benign portal access log
B004465,0,benign,0,benign,normal metric wal write
B000910,0,benign,0,benign,imap mail synchronization
B000911,0,benign,0,benign,update mail cache
B000908,0,benign,0,benign,collect syslog stream from ws-dev-02
B004292,0,benign,0,benign,normal shared file read
B003611,0,benign,0,benign,normal test file read
B000909,0,benign,0,benign,collect syslog stream from portal-web-01
B003682,0,benign,0,benign,normal network sensor write
B000907,0,benign,0,benign,collect syslog stream from ws-finance-01
B004567,0,benign,0,benign,normal shared file read
B005164,0,benign,0,benign,normal docker metadata read
B003552,0,benign,0,benign,normal network sensor write
B000916,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000918,0,benign,0,benign,scrape node_exporter on portal-web-01
B000923,0,benign,0,benign,normal developer ssh to portal
B000919,0,benign,0,benign,append log ingestion summary
B000924,0,benign,0,benign,normal developer ssh accepted
B000915,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000917,0,benign,0,benign,scrape node_exporter on file-srv-01
B000922,0,benign,0,benign,normal document access
B003520,0,benign,0,benign,normal web access log append
B000927,0,benign,0,benign,normal internal https request
B000928,0,benign,0,benign,append benign portal access log
B000929,0,benign,0,benign,serve internal portal request
B004648,0,benign,0,benign,normal rsync log append
B000925,0,benign,0,benign,normal local development/test activity
B000926,0,benign,0,benign,normal smb/nfs shared file access
B000920,0,benign,0,benign,open internal portal page
B000921,0,benign,0,benign,update browser portal cache
B004353,0,benign,0,benign,browser cache read
B004193,0,benign,0,benign,normal build command
B004000,0,benign,0,benign,desktop metadata update
B003712,0,benign,0,benign,normal shared file read
B000931,0,benign,0,benign,normal internal https request
B003789,0,benign,0,benign,normal build command
B004741,0,benign,0,benign,normal shared file read
B000932,0,benign,0,benign,append benign portal access log
B004613,0,benign,0,benign,desktop metadata update
B000930,0,benign,0,benign,append log ingestion summary
B000935,0,benign,0,benign,scrape node_exporter on file-srv-01
B000939,0,benign,0,benign,normal internal https request
B000934,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000940,0,benign,0,benign,append benign portal access log
B000933,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000936,0,benign,0,benign,scrape node_exporter on portal-web-01
B000937,0,benign,0,benign,append log ingestion summary
B003638,0,benign,0,benign,normal rsync log append
B000938,0,benign,0,benign,normal smb/nfs shared file access
B003947,0,benign,0,benign,normal shared file read
B003845,0,benign,0,benign,normal test file read
B003905,0,benign,0,benign,normal spreadsheet read
B005097,0,benign,0,benign,normal portal config read
B000941,0,benign,0,benign,append log ingestion summary
B005595,0,benign,0,benign,browser cache read
B003704,0,benign,0,benign,normal shared file read
B000942,0,benign,0,benign,open internal portal page
B000943,0,benign,0,benign,update browser portal cache
B000944,0,benign,0,benign,normal internal https request
B000945,0,benign,0,benign,append benign portal access log
B000946,0,benign,0,benign,serve internal portal request
B004820,0,benign,0,benign,normal spreadsheet read
B000951,0,benign,0,benign,append log ingestion summary
B000958,0,benign,0,benign,benign package metadata check
B000948,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000960,0,benign,0,benign,normal package/source repository access
B000959,0,benign,0,benign,benign package cache update
B003567,0,benign,0,benign,normal build command
B000961,0,benign,0,benign,normal development file/cache update
B000949,0,benign,0,benign,scrape node_exporter on file-srv-01
B000947,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000950,0,benign,0,benign,scrape node_exporter on portal-web-01
B000955,0,benign,0,benign,normal document access
B000963,0,benign,0,benign,normal internal https request
B000964,0,benign,0,benign,append benign portal access log
B003562,0,benign,0,benign,normal rsync log append
B005450,0,benign,0,benign,normal network sensor write
B000952,0,benign,0,benign,collect syslog stream from ws-finance-01
B000953,0,benign,0,benign,collect syslog stream from ws-dev-02
B000962,0,benign,0,benign,normal smb/nfs shared file access
B003386,0,benign,0,benign,normal docker build reads Dockerfile
B003387,0,benign,0,benign,normal docker build writes image layer
B004834,0,benign,0,benign,browser cache read
B000954,0,benign,0,benign,collect syslog stream from portal-web-01
B004873,0,benign,0,benign,normal shared file read
B000956,0,benign,0,benign,imap mail synchronization
B000957,0,benign,0,benign,update mail cache
B005243,0,benign,0,benign,normal test file read
B003388,0,benign,0,benign,normal docker build reads Dockerfile
B003389,0,benign,0,benign,normal docker build writes image layer
B003868,0,benign,0,benign,normal metric wal write
B000969,0,benign,0,benign,normal internal https request
B000970,0,benign,0,benign,append benign portal access log
B000966,0,benign,0,benign,normal developer ssh to portal
B000967,0,benign,0,benign,normal developer ssh accepted
B004138,0,benign,0,benign,normal test file read
B000968,0,benign,0,benign,normal local development/test activity
B000965,0,benign,0,benign,append log ingestion summary
B004633,0,benign,0,benign,normal web access log append
B005494,0,benign,0,benign,desktop metadata update
B004385,0,benign,0,benign,desktop metadata update
B000971,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000979,0,benign,0,benign,normal smb/nfs shared file access
B000974,0,benign,0,benign,scrape node_exporter on portal-web-01
B000975,0,benign,0,benign,append log ingestion summary
B004485,0,benign,0,benign,normal portal config read
B000976,0,benign,0,benign,open internal portal page
B000972,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000973,0,benign,0,benign,scrape node_exporter on file-srv-01
B000977,0,benign,0,benign,update browser portal cache
B000980,0,benign,0,benign,normal internal https request
B000981,0,benign,0,benign,append benign portal access log
B000982,0,benign,0,benign,serve internal portal request
B003803,0,benign,0,benign,normal rsync log append
B003390,0,benign,0,benign,normal docker build reads Dockerfile
B003391,0,benign,0,benign,normal docker build writes image layer
B004563,0,benign,0,benign,normal portal config read
B000978,0,benign,0,benign,normal local development/test activity
B004823,0,benign,0,benign,normal test file read
B003555,0,benign,0,benign,desktop metadata update
B003392,0,benign,0,benign,normal docker build reads Dockerfile
B003393,0,benign,0,benign,normal docker build writes image layer
B000984,0,benign,0,benign,normal internal https request
B000985,0,benign,0,benign,append benign portal access log
B000983,0,benign,0,benign,append log ingestion summary
B005161,0,benign,0,benign,normal docker metadata read
B004119,0,benign,0,benign,normal test file read
B004016,0,benign,0,benign,normal test file read
B004686,0,benign,0,benign,normal web access log append
B000992,0,benign,0,benign,normal smb/nfs shared file access
B000993,0,benign,0,benign,benign lock/update file created by share service
B000990,0,benign,0,benign,append log ingestion summary
B000986,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003394,0,benign,0,benign,normal docker build reads Dockerfile
B000987,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000989,0,benign,0,benign,scrape node_exporter on portal-web-01
B003395,0,benign,0,benign,normal docker build writes image layer
B000988,0,benign,0,benign,scrape node_exporter on file-srv-01
B000996,0,benign,0,benign,benign log rotation
B000997,0,benign,0,benign,create new access log
B000994,0,benign,0,benign,normal internal https request
B000995,0,benign,0,benign,append benign portal access log
B000991,0,benign,0,benign,normal document access
B004810,0,benign,0,benign,normal test file read
B004487,0,benign,0,benign,normal rsync log append
B003533,0,benign,0,benign,normal build command
B003907,0,benign,0,benign,normal web access log append
B001006,0,benign,0,benign,normal internal https request
B001007,0,benign,0,benign,append benign portal access log
B001008,0,benign,0,benign,serve internal portal request
B004169,0,benign,0,benign,normal portal config read
B004946,0,benign,0,benign,normal web access log append
B001001,0,benign,0,benign,collect syslog stream from portal-web-01
B001004,0,benign,0,benign,imap mail synchronization
B001005,0,benign,0,benign,update mail cache
B001002,0,benign,0,benign,open internal portal page
B001003,0,benign,0,benign,update browser portal cache
B003396,0,benign,0,benign,normal docker build reads Dockerfile
B003397,0,benign,0,benign,normal docker build writes image layer
B000998,0,benign,0,benign,append log ingestion summary
B001000,0,benign,0,benign,collect syslog stream from ws-dev-02
B000999,0,benign,0,benign,collect syslog stream from ws-finance-01
B001010,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001011,0,benign,0,benign,scrape node_exporter on file-srv-01
B004200,0,benign,0,benign,normal build command
B005200,0,benign,0,benign,normal web access log append
B003398,0,benign,0,benign,normal docker build reads Dockerfile
B001012,0,benign,0,benign,scrape node_exporter on portal-web-01
B003399,0,benign,0,benign,normal docker build writes image layer
B004524,0,benign,0,benign,normal test file read
B001009,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004929,0,benign,0,benign,normal test file read
B005273,0,benign,0,benign,desktop metadata update
B001016,0,benign,0,benign,normal smb/nfs shared file access
B004023,0,benign,0,benign,normal network sensor write
B001014,0,benign,0,benign,normal developer ssh to portal
B001015,0,benign,0,benign,normal developer ssh accepted
B005314,0,benign,0,benign,normal docker metadata read
B001017,0,benign,0,benign,normal internal https request
B001018,0,benign,0,benign,append benign portal access log
B001013,0,benign,0,benign,append log ingestion summary
B005060,0,benign,0,benign,normal web access log append
B005357,0,benign,0,benign,normal network sensor write
B004679,0,benign,0,benign,browser cache read
B004081,0,benign,0,benign,normal test file read
B003400,0,benign,0,benign,normal docker build reads Dockerfile
B003401,0,benign,0,benign,normal docker build writes image layer
B001019,0,benign,0,benign,append log ingestion summary
B001020,0,benign,0,benign,normal package/source repository access
B001022,0,benign,0,benign,normal internal https request
B001021,0,benign,0,benign,normal development file/cache update
B001023,0,benign,0,benign,append benign portal access log
B004573,0,benign,0,benign,normal web access log append
B004236,0,benign,0,benign,browser cache read
B005242,0,benign,0,benign,normal shared file read
B004727,0,benign,0,benign,normal metric wal write
B004165,0,benign,0,benign,normal portal config read
B001024,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001025,0,benign,0,benign,scrape node_exporter on ws-dev-02
B003402,0,benign,0,benign,normal docker build reads Dockerfile
B003403,0,benign,0,benign,normal docker build writes image layer
B001033,0,benign,0,benign,normal smb/nfs shared file access
B003976,0,benign,0,benign,normal docker metadata read
B001026,0,benign,0,benign,scrape node_exporter on file-srv-01
B001027,0,benign,0,benign,scrape node_exporter on portal-web-01
B005134,0,benign,0,benign,normal rsync log append
B001034,0,benign,0,benign,backup metadata sync to monitoring server
B001035,0,benign,0,benign,normal backup manifest read
B001032,0,benign,0,benign,normal local development/test activity
B001031,0,benign,0,benign,normal document access
B005589,0,benign,0,benign,normal rsync log append
B001029,0,benign,0,benign,open internal portal page
B001030,0,benign,0,benign,update browser portal cache
B005588,0,benign,0,benign,normal metric wal write
B004859,0,benign,0,benign,normal web access log append
B001036,0,benign,0,benign,normal internal https request
B001037,0,benign,0,benign,append benign portal access log
B005151,0,benign,0,benign,browser cache read
B001038,0,benign,0,benign,serve internal portal request
B001028,0,benign,0,benign,append log ingestion summary
B004031,0,benign,0,benign,normal test file read
B005087,0,benign,0,benign,normal network sensor write
B003404,0,benign,0,benign,normal docker build reads Dockerfile
B003405,0,benign,0,benign,normal docker build writes image layer
B001040,0,benign,0,benign,normal internal https request
B001041,0,benign,0,benign,append benign portal access log
B001039,0,benign,0,benign,append log ingestion summary
B004192,0,benign,0,benign,normal build command
B003701,0,benign,0,benign,normal shared file read
B003721,0,benign,0,benign,normal build command
B001042,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001044,0,benign,0,benign,scrape node_exporter on file-srv-01
B001052,0,benign,0,benign,normal local development/test activity
B001045,0,benign,0,benign,scrape node_exporter on portal-web-01
B003982,0,benign,0,benign,normal spreadsheet read
B004519,0,benign,0,benign,normal shared file read
B001049,0,benign,0,benign,collect syslog stream from portal-web-01
B003406,0,benign,0,benign,normal docker build reads Dockerfile
B003407,0,benign,0,benign,normal docker build writes image layer
B001043,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001047,0,benign,0,benign,collect syslog stream from ws-finance-01
B001046,0,benign,0,benign,append log ingestion summary
B001048,0,benign,0,benign,collect syslog stream from ws-dev-02
B004229,0,benign,0,benign,desktop metadata update
B004463,0,benign,0,benign,desktop metadata update
B004430,0,benign,0,benign,normal rsync log append
B004114,0,benign,0,benign,desktop metadata update
B001050,0,benign,0,benign,imap mail synchronization
B001051,0,benign,0,benign,update mail cache
B001055,0,benign,0,benign,normal internal https request
B003604,0,benign,0,benign,normal docker metadata read
B001053,0,benign,0,benign,normal smb/nfs shared file access
B001056,0,benign,0,benign,append benign portal access log
B001054,0,benign,0,benign,benign lock/update file created by share service
B003408,0,benign,0,benign,normal docker build reads Dockerfile
B003409,0,benign,0,benign,normal docker build writes image layer
B004450,0,benign,0,benign,desktop metadata update
B001063,0,benign,0,benign,normal internal https request
B001064,0,benign,0,benign,append benign portal access log
B001060,0,benign,0,benign,normal developer ssh to portal
B001065,0,benign,0,benign,serve internal portal request
B001061,0,benign,0,benign,normal developer ssh accepted
B004822,0,benign,0,benign,normal network sensor write
B003876,0,benign,0,benign,normal web access log append
B004106,0,benign,0,benign,normal network sensor write
B001057,0,benign,0,benign,append log ingestion summary
B001058,0,benign,0,benign,open internal portal page
B001059,0,benign,0,benign,update browser portal cache
B001062,0,benign,0,benign,normal local development/test activity
B001069,0,benign,0,benign,scrape node_exporter on portal-web-01
B001070,0,benign,0,benign,append log ingestion summary
B001067,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001066,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001071,0,benign,0,benign,normal document access
B003628,0,benign,0,benign,normal metric wal write
B001068,0,benign,0,benign,scrape node_exporter on file-srv-01
B001072,0,benign,0,benign,normal local development/test activity
B001073,0,benign,0,benign,normal smb/nfs shared file access
B001074,0,benign,0,benign,benign lock/update file created by share service
B001075,0,benign,0,benign,normal internal https request
B001076,0,benign,0,benign,append benign portal access log
B003410,0,benign,0,benign,normal docker build reads Dockerfile
B004997,0,benign,0,benign,normal shared file read
B003411,0,benign,0,benign,normal docker build writes image layer
B001078,0,benign,0,benign,normal internal https request
B001079,0,benign,0,benign,append benign portal access log
B004372,0,benign,0,benign,normal rsync log append
B004309,0,benign,0,benign,normal rsync log append
B001077,0,benign,0,benign,append log ingestion summary
B003610,0,benign,0,benign,normal docker metadata read
B005566,0,benign,0,benign,normal docker metadata read
B005096,0,benign,0,benign,normal docker metadata read
B003412,0,benign,0,benign,normal docker build reads Dockerfile
B003413,0,benign,0,benign,normal docker build writes image layer
B004149,0,benign,0,benign,normal network sensor write
B004162,0,benign,0,benign,normal metric wal write
B004420,0,benign,0,benign,normal test file read
B001087,0,benign,0,benign,normal package/source repository access
B001088,0,benign,0,benign,normal development file/cache update
B004777,0,benign,0,benign,normal spreadsheet read
B001082,0,benign,0,benign,scrape node_exporter on file-srv-01
B001083,0,benign,0,benign,scrape node_exporter on portal-web-01
B001080,0,benign,0,benign,scrape node_exporter on ws-finance-01
B005474,0,benign,0,benign,normal build command
B001081,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001089,0,benign,0,benign,normal smb/nfs shared file access
B001090,0,benign,0,benign,normal internal https request
B001091,0,benign,0,benign,append benign portal access log
B001092,0,benign,0,benign,serve internal portal request
B003414,0,benign,0,benign,normal docker build reads Dockerfile
B003415,0,benign,0,benign,normal docker build writes image layer
B001085,0,benign,0,benign,open internal portal page
B001086,0,benign,0,benign,update browser portal cache
B004799,0,benign,0,benign,normal shared file read
B001084,0,benign,0,benign,append log ingestion summary
B004507,0,benign,0,benign,normal test file read
B004575,0,benign,0,benign,normal docker metadata read
B001094,0,benign,0,benign,collect syslog stream from ws-finance-01
B001099,0,benign,0,benign,normal internal https request
B001100,0,benign,0,benign,append benign portal access log
B004288,0,benign,0,benign,normal build command
B005326,0,benign,0,benign,normal rsync log append
B001096,0,benign,0,benign,collect syslog stream from portal-web-01
B005286,0,benign,0,benign,normal metric wal write
B005584,0,benign,0,benign,desktop metadata update
B001097,0,benign,0,benign,imap mail synchronization
B004221,0,benign,0,benign,browser cache read
B001098,0,benign,0,benign,update mail cache
B001093,0,benign,0,benign,append log ingestion summary
B003875,0,benign,0,benign,normal metric wal write
B001095,0,benign,0,benign,collect syslog stream from ws-dev-02
B004906,0,benign,0,benign,normal rsync log append
B001101,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001104,0,benign,0,benign,scrape node_exporter on portal-web-01
B001102,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001105,0,benign,0,benign,append log ingestion summary
B001112,0,benign,0,benign,normal internal https request
B001103,0,benign,0,benign,scrape node_exporter on file-srv-01
B001108,0,benign,0,benign,normal developer ssh to portal
B001113,0,benign,0,benign,append benign portal access log
B001109,0,benign,0,benign,normal developer ssh accepted
B001106,0,benign,0,benign,normal document access
B001107,0,benign,0,benign,autosave office document
B001111,0,benign,0,benign,normal smb/nfs shared file access
B003921,0,benign,0,benign,normal spreadsheet read
B001110,0,benign,0,benign,normal local development/test activity
B003547,0,benign,0,benign,desktop metadata update
B001115,0,benign,0,benign,open internal portal page
B001116,0,benign,0,benign,update browser portal cache
B001114,0,benign,0,benign,append log ingestion summary
B004358,0,benign,0,benign,normal docker metadata read
B004269,0,benign,0,benign,normal test file read
B001117,0,benign,0,benign,normal internal https request
B001118,0,benign,0,benign,append benign portal access log
B001119,0,benign,0,benign,serve internal portal request
B004206,0,benign,0,benign,browser cache read
B001123,0,benign,0,benign,scrape node_exporter on portal-web-01
B004764,0,benign,0,benign,normal shared file read
B001122,0,benign,0,benign,scrape node_exporter on file-srv-01
B001121,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001120,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001127,0,benign,0,benign,normal internal https request
B001128,0,benign,0,benign,append benign portal access log
B005152,0,benign,0,benign,normal network sensor write
B001125,0,benign,0,benign,normal smb/nfs shared file access
B001126,0,benign,0,benign,benign lock/update file created by share service
B004658,0,benign,0,benign,normal portal config read
B001124,0,benign,0,benign,append log ingestion summary
B003676,0,benign,0,benign,normal web access log append
B003899,0,benign,0,benign,normal docker metadata read
B004479,0,benign,0,benign,normal shared file read
B004072,0,benign,0,benign,normal network sensor write
B001130,0,benign,0,benign,normal local development/test activity
B001131,0,benign,0,benign,normal internal https request
B001132,0,benign,0,benign,append benign portal access log
B004700,0,benign,0,benign,normal test file read
B004064,0,benign,0,benign,normal network sensor write
B001129,0,benign,0,benign,append log ingestion summary
B004240,0,benign,0,benign,normal shared file read
B004988,0,benign,0,benign,normal metric wal write
B001133,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001135,0,benign,0,benign,scrape node_exporter on file-srv-01
B001148,0,benign,0,benign,normal internal https request
B001149,0,benign,0,benign,append benign portal access log
B001150,0,benign,0,benign,serve internal portal request
B001136,0,benign,0,benign,scrape node_exporter on portal-web-01
B001134,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001143,0,benign,0,benign,normal document access
B001137,0,benign,0,benign,append log ingestion summary
B001141,0,benign,0,benign,open internal portal page
B001142,0,benign,0,benign,update browser portal cache
B001144,0,benign,0,benign,imap mail synchronization
B003532,0,benign,0,benign,normal portal config read
B001145,0,benign,0,benign,update mail cache
B001146,0,benign,0,benign,normal local development/test activity
B003559,0,benign,0,benign,normal network sensor write
B001138,0,benign,0,benign,collect syslog stream from ws-finance-01
B001140,0,benign,0,benign,collect syslog stream from portal-web-01
B001139,0,benign,0,benign,collect syslog stream from ws-dev-02
B004041,0,benign,0,benign,normal network sensor write
B001147,0,benign,0,benign,normal smb/nfs shared file access
B004699,0,benign,0,benign,normal metric wal write
B001151,0,benign,0,benign,append log ingestion summary
B001154,0,benign,0,benign,normal package/source repository access
B001155,0,benign,0,benign,normal development file/cache update
B004049,0,benign,0,benign,normal build command
B003782,0,benign,0,benign,normal shared file read
B001156,0,benign,0,benign,normal local development/test activity
B001157,0,benign,0,benign,normal internal https request
B004842,0,benign,0,benign,normal metric wal write
B001158,0,benign,0,benign,append benign portal access log
B001152,0,benign,0,benign,normal developer ssh to portal
B001153,0,benign,0,benign,normal developer ssh accepted
B004314,0,benign,0,benign,browser cache read
B001160,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001165,0,benign,0,benign,normal internal https request
B001162,0,benign,0,benign,scrape node_exporter on portal-web-01
B001166,0,benign,0,benign,append benign portal access log
B001159,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001163,0,benign,0,benign,append log ingestion summary
B004779,0,benign,0,benign,normal spreadsheet read
B001161,0,benign,0,benign,scrape node_exporter on file-srv-01
B004250,0,benign,0,benign,normal metric wal write
B001164,0,benign,0,benign,normal smb/nfs shared file access
B003965,0,benign,0,benign,browser cache read
B001171,0,benign,0,benign,backup metadata sync to monitoring server
B001173,0,benign,0,benign,normal internal https request
B001168,0,benign,0,benign,open internal portal page
B001170,0,benign,0,benign,normal local development/test activity
B001174,0,benign,0,benign,append benign portal access log
B001169,0,benign,0,benign,update browser portal cache
B001175,0,benign,0,benign,serve internal portal request
B001172,0,benign,0,benign,normal backup manifest read
B003748,0,benign,0,benign,normal build command
B005553,0,benign,0,benign,normal rsync log append
B004032,0,benign,0,benign,desktop metadata update
B005333,0,benign,0,benign,normal network sensor write
B001167,0,benign,0,benign,append log ingestion summary
B004068,0,benign,0,benign,normal shared file read
B003705,0,benign,0,benign,normal metric wal write
B005441,0,benign,0,benign,normal spreadsheet read
B001176,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001187,0,benign,0,benign,benign log rotation
B001178,0,benign,0,benign,scrape node_exporter on file-srv-01
B001188,0,benign,0,benign,create new access log
B001179,0,benign,0,benign,scrape node_exporter on portal-web-01
B001181,0,benign,0,benign,normal document access
B001177,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001182,0,benign,0,benign,autosave office document
B001185,0,benign,0,benign,normal internal https request
B001186,0,benign,0,benign,append benign portal access log
B004111,0,benign,0,benign,normal rsync log append
B004919,0,benign,0,benign,normal test file read
B004712,0,benign,0,benign,normal test file read
B001183,0,benign,0,benign,normal local development/test activity
B005409,0,benign,0,benign,normal docker metadata read
B001184,0,benign,0,benign,normal smb/nfs shared file access
B001180,0,benign,0,benign,append log ingestion summary
B005202,0,benign,0,benign,normal metric wal write
B001193,0,benign,0,benign,imap mail synchronization
B001194,0,benign,0,benign,update mail cache
B004076,0,benign,0,benign,normal build command
